zcta,state_fips,puma_geoid,puma_code,puma_name,zcta_name,zcta_land_area,puma_land_area,overlap_land_area,overlap_water_area,zcta_to_puma_weight,puma_to_zcta_weight,overlap_rank_for_zcta,is_primary_puma_for_zcta,source_year,source_file,GEOID_PUMA5_20,NAMELSAD_PUMA5_20,AREALAND_PUMA5_20,AREAWATER_PUMA5_20,GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,AREALAND_PART,AREAWATER_PART
78702,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78702,12965251,116660925,4323398,0,0.33346,0.03706,2,0,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78702,ZCTA5 78702,12965251,481557,4323398,0
78703,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78703,14562348,70101203,14562348,694789,1.0,0.207733,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78703,ZCTA5 78703,14562348,694789,14562348,694789
78704,48,4805307,05307,Austin City (South) PUMA,ZCTA5 78704,22699911,66008897,22363039,275481,0.98516,0.338788,1,1,2020,tab20_puma520_zcta520_natl.txt,4805307,Austin City (South) PUMA,66008897,349349,78704,ZCTA5 78704,22699911,275481,22363039,275481
78704,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78704,22699911,140611254,336872,0,0.01484,0.002396,2,0,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78704,ZCTA5 78704,22699911,275481,336872,0
78705,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78705,5361356,70101203,5361356,0,1.0,0.07648,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78705,ZCTA5 78705,5361356,0,5361356,0
78712,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78712,1475441,70101203,1327119,0,0.899473,0.018931,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78712,ZCTA5 78712,1475441,0,1327119,0
78712,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78712,1475441,116660925,148322,0,0.100527,0.001271,2,0,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78712,ZCTA5 78712,1475441,0,148322,0
78717,48,4805203,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",ZCTA5 78717,33785296,115523059,33785296,212877,1.0,0.292455,1,1,2020,tab20_puma520_zcta520_natl.txt,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",115523059,773082,78717,ZCTA5 78717,33785296,212877,33785296,212877
78719,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78719,51201132,1160541240,33881142,13,0.661726,0.029194,1,1,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78719,ZCTA5 78719,51201132,13,33881142,13
78719,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78719,51201132,140611254,17319990,0,0.338274,0.123176,2,0,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78719,ZCTA5 78719,51201132,13,17319990,0
78721,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78721,9240502,116660925,6000062,0,0.649322,0.051432,1,1,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78721,ZCTA5 78721,9240502,0,6000062,0
78721,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78721,9240502,140611254,3240440,0,0.350678,0.023045,2,0,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78721,ZCTA5 78721,9240502,0,3240440,0
78722,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78722,3510327,116660925,2670522,0,0.760762,0.022891,1,1,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78722,ZCTA5 78722,3510327,0,2670522,0
78722,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78722,3510327,70101203,839805,0,0.239238,0.01198,2,0,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78722,ZCTA5 78722,3510327,0,839805,0
78723,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78723,18281811,116660925,18281811,0,1.0,0.156709,1,1,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78723,ZCTA5 78723,18281811,0,18281811,0
78724,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78724,64595879,116660925,32769717,11523,0.507304,0.280897,1,1,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78724,ZCTA5 78724,64595879,5117798,32769717,11523
78724,48,4805301,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",ZCTA5 78724,64595879,539970165,19546058,5106275,0.30259,0.036198,2,0,2020,tab20_puma520_zcta520_natl.txt,4805301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",539970165,5678550,78724,ZCTA5 78724,64595879,5117798,19546058,5106275
78724,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78724,64595879,1160541240,12280104,0,0.190107,0.010581,3,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78724,ZCTA5 78724,64595879,5117798,12280104,0
78725,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78725,45765920,1160541240,39326453,1508897,0.859296,0.033886,1,1,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78725,ZCTA5 78725,45765920,1765532,39326453,1508897
78725,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78725,45765920,116660925,4641783,88925,0.101424,0.039789,2,0,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78725,ZCTA5 78725,45765920,1765532,4641783,88925
78725,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78725,45765920,140611254,1797684,167710,0.03928,0.012785,3,0,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78725,ZCTA5 78725,45765920,1765532,1797684,167710
78726,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78726,30005034,247308800,30005034,290229,1.0,0.121326,1,1,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78726,ZCTA5 78726,30005034,290229,30005034,290229
78727,48,4805302,05302,Austin City (North) PUMA,ZCTA5 78727,20121029,68124022,19746724,0,0.981397,0.289864,1,1,2020,tab20_puma520_zcta520_natl.txt,4805302,Austin City (North) PUMA,68124022,0,78727,ZCTA5 78727,20121029,879,19746724,0
78727,48,4805203,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",ZCTA5 78727,20121029,115523059,374305,879,0.018603,0.00324,2,0,2020,tab20_puma520_zcta520_natl.txt,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",115523059,773082,78727,ZCTA5 78727,20121029,879,374305,879
78728,48,4805301,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",ZCTA5 78728,20069559,539970165,10464875,7253,0.52143,0.01938,1,1,2020,tab20_puma520_zcta520_natl.txt,4805301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",539970165,5678550,78728,ZCTA5 78728,20069559,44122,10464875,7253
78728,48,4805302,05302,Austin City (North) PUMA,ZCTA5 78728,20069559,68124022,5253985,0,0.261789,0.077124,2,0,2020,tab20_puma520_zcta520_natl.txt,4805302,Austin City (North) PUMA,68124022,0,78728,ZCTA5 78728,20069559,44122,5253985,0
78728,48,4805203,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",ZCTA5 78728,20069559,115523059,4350699,36869,0.216781,0.037661,3,0,2020,tab20_puma520_zcta520_natl.txt,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",115523059,773082,78728,ZCTA5 78728,20069559,44122,4350699,36869
78729,48,4805203,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",ZCTA5 78729,25413929,115523059,22453477,138553,0.883511,0.194364,1,1,2020,tab20_puma520_zcta520_natl.txt,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",115523059,773082,78729,ZCTA5 78729,25413929,138553,22453477,138553
78729,48,4805302,05302,Austin City (North) PUMA,ZCTA5 78729,25413929,68124022,2960452,0,0.116489,0.043457,2,0,2020,tab20_puma520_zcta520_natl.txt,4805302,Austin City (North) PUMA,68124022,0,78729,ZCTA5 78729,25413929,138553,2960452,0
78730,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78730,39014250,247308800,39014250,1064812,1.0,0.157755,1,1,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78730,ZCTA5 78730,39014250,1064812,39014250,1064812
78731,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78731,22651482,70101203,12721581,138159,0.561622,0.181475,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78731,ZCTA5 78731,22651482,518018,12721581,138159
78731,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78731,22651482,247308800,9929901,379859,0.438378,0.040152,2,0,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78731,ZCTA5 78731,22651482,518018,9929901,379859
78732,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78732,33249654,247308800,33249654,7380018,1.0,0.134446,1,1,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78732,ZCTA5 78732,33249654,7380018,33249654,7380018
78733,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78733,29004315,247308800,16794103,323944,0.579021,0.067907,1,1,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78733,ZCTA5 78733,29004315,604322,16794103,323944
78733,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78733,29004315,165257894,6454945,72,0.222551,0.03906,2,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78733,ZCTA5 78733,29004315,604322,6454945,72
78733,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78733,29004315,1160541240,5755267,280306,0.198428,0.004959,3,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78733,ZCTA5 78733,29004315,604322,5755267,280306
78734,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78734,49049967,1160541240,49049967,11033177,1.0,0.042265,1,1,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78734,ZCTA5 78734,49049967,11033177,49049967,11033177
78735,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78735,52298839,165257894,52059267,502,0.995419,0.315018,1,1,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78735,ZCTA5 78735,52298839,502,52059267,502
78735,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78735,52298839,1160541240,239572,0,0.004581,0.000206,2,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78735,ZCTA5 78735,52298839,502,239572,0
78736,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78736,57743096,1160541240,46036874,0,0.797271,0.039668,1,1,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78736,ZCTA5 78736,57743096,0,46036874,0
78736,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78736,57743096,165257894,9804594,0,0.169797,0.059329,2,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78736,ZCTA5 78736,57743096,0,9804594,0
78736,48,4805401,05401,Capital Area COG (Southwest)--Hays County (West) PUMA,ZCTA5 78736,57743096,1457223053,1901628,0,0.032933,0.001305,3,0,2020,tab20_puma520_zcta520_natl.txt,4805401,Capital Area COG (Southwest)--Hays County (West) PUMA,1457223053,1001210,78736,ZCTA5 78736,57743096,0,1901628,0
78737,48,4805401,05401,Capital Area COG (Southwest)--Hays County (West) PUMA,ZCTA5 78737,94367373,1457223053,67181773,0,0.711917,0.046103,1,1,2020,tab20_puma520_zcta520_natl.txt,4805401,Capital Area COG (Southwest)--Hays County (West) PUMA,1457223053,1001210,78737,ZCTA5 78737,94367373,4561,67181773,0
78737,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78737,94367373,1160541240,23872397,4561,0.252973,0.02057,2,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78737,ZCTA5 78737,94367373,4561,23872397,4561
78737,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78737,94367373,165257894,3313203,0,0.03511,0.020049,3,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78737,ZCTA5 78737,94367373,4561,3313203,0
78738,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78738,109013666,1160541240,106902164,128076,0.980631,0.092114,1,1,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78738,ZCTA5 78738,109013666,128076,106902164,128076
78738,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78738,109013666,165257894,2111502,0,0.019369,0.012777,2,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78738,ZCTA5 78738,109013666,128076,2111502,0
78739,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78739,30012926,1160541240,15540363,0,0.517789,0.013391,1,1,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78739,ZCTA5 78739,30012926,0,15540363,0
78739,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78739,30012926,165257894,12143813,0,0.404619,0.073484,2,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78739,ZCTA5 78739,30012926,0,12143813,0
78739,48,4805401,05401,Capital Area COG (Southwest)--Hays County (West) PUMA,ZCTA5 78739,30012926,1457223053,2328750,0,0.077592,0.001598,3,0,2020,tab20_puma520_zcta520_natl.txt,4805401,Capital Area COG (Southwest)--Hays County (West) PUMA,1457223053,1001210,78739,ZCTA5 78739,30012926,0,2328750,0
78741,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78741,20173722,140611254,20173722,558542,1.0,0.143472,1,1,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78741,ZCTA5 78741,20173722,558542,20173722,558542
78742,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78742,15306483,140611254,15306483,583939,1.0,0.108857,1,1,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78742,ZCTA5 78742,15306483,583939,15306483,583939
78744,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78744,58542531,140611254,39834298,0,0.680433,0.283294,1,1,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78744,ZCTA5 78744,58542531,12136,39834298,0
78744,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78744,58542531,1160541240,18708233,12136,0.319567,0.01612,2,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78744,ZCTA5 78744,58542531,12136,18708233,12136
78745,48,4805307,05307,Austin City (South) PUMA,ZCTA5 78745,35576949,66008897,26256660,0,0.738025,0.397775,1,1,2020,tab20_puma520_zcta520_natl.txt,4805307,Austin City (South) PUMA,66008897,349349,78745,ZCTA5 78745,35576949,0,26256660,0
78745,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78745,35576949,165257894,9320289,0,0.261975,0.056398,2,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78745,ZCTA5 78745,35576949,0,9320289,0
78746,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78746,59371566,165257894,32789465,304014,0.552276,0.198414,1,1,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78746,ZCTA5 78746,59371566,2047206,32789465,304014
78746,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78746,59371566,247308800,23308016,1669324,0.392579,0.094247,2,0,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78746,ZCTA5 78746,59371566,2047206,23308016,1669324
78746,48,4805307,05307,Austin City (South) PUMA,ZCTA5 78746,59371566,66008897,3274085,73868,0.055146,0.049601,3,0,2020,tab20_puma520_zcta520_natl.txt,4805307,Austin City (South) PUMA,66008897,349349,78746,ZCTA5 78746,59371566,2047206,3274085,73868
78747,48,4805304,05304,Austin City (Southeast) PUMA,ZCTA5 78747,57563952,140611254,31068112,9468,0.539715,0.22095,1,1,2020,tab20_puma520_zcta520_natl.txt,4805304,Austin City (Southeast) PUMA,140611254,1883619,78747,ZCTA5 78747,57563952,11682,31068112,9468
78747,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78747,57563952,1160541240,26495840,2214,0.460285,0.022831,2,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78747,ZCTA5 78747,57563952,11682,26495840,2214
78748,48,4805307,05307,Austin City (South) PUMA,ZCTA5 78748,36607199,66008897,14115113,0,0.385583,0.213837,1,1,2020,tab20_puma520_zcta520_natl.txt,4805307,Austin City (South) PUMA,66008897,349349,78748,ZCTA5 78748,36607199,3309,14115113,0
78748,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78748,36607199,165257894,12182392,0,0.332787,0.073717,2,0,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78748,ZCTA5 78748,36607199,3309,12182392,0
78748,48,4805309,05309,"Travis County (West, South & Outside Austin City) PUMA",ZCTA5 78748,36607199,1160541240,10309694,3309,0.28163,0.008884,3,0,2020,tab20_puma520_zcta520_natl.txt,4805309,"Travis County (West, South & Outside Austin City) PUMA",1160541240,55977302,78748,ZCTA5 78748,36607199,3309,10309694,3309
78749,48,4805308,05308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",ZCTA5 78749,25078424,165257894,25078424,456,1.0,0.151753,1,1,2020,tab20_puma520_zcta520_natl.txt,4805308,"Austin City (Southwest), Lost Creek & Barton Creek PUMA",165257894,305044,78749,ZCTA5 78749,25078424,456,25078424,456
78750,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78750,30557616,247308800,23856951,0,0.78072,0.096466,1,1,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78750,ZCTA5 78750,30557616,0,23856951,0
78750,48,4805203,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",ZCTA5 78750,30557616,115523059,6700665,0,0.21928,0.058003,2,0,2020,tab20_puma520_zcta520_natl.txt,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",115523059,773082,78750,ZCTA5 78750,30557616,0,6700665,0
78751,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78751,6255647,70101203,5696853,0,0.910674,0.081266,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78751,ZCTA5 78751,6255647,0,5696853,0
78751,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78751,6255647,116660925,558794,0,0.089326,0.00479,2,0,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78751,ZCTA5 78751,6255647,0,558794,0
78752,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78752,8642367,70101203,4752237,0,0.549877,0.067791,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78752,ZCTA5 78752,8642367,0,4752237,0
78752,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78752,8642367,116660925,3890130,0,0.450123,0.033346,2,0,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78752,ZCTA5 78752,8642367,0,3890130,0
78753,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78753,29389955,116660925,19847463,0,0.675315,0.170129,1,1,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78753,ZCTA5 78753,29389955,0,19847463,0
78753,48,4805302,05302,Austin City (North) PUMA,ZCTA5 78753,29389955,68124022,9000620,0,0.306248,0.132121,2,0,2020,tab20_puma520_zcta520_natl.txt,4805302,Austin City (North) PUMA,68124022,0,78753,ZCTA5 78753,29389955,0,9000620,0
78753,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78753,29389955,70101203,541872,0,0.018437,0.00773,3,0,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78753,ZCTA5 78753,29389955,0,541872,0
78754,48,4805301,05301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",ZCTA5 78754,39207277,539970165,23102056,12421,0.589229,0.042784,1,1,2020,tab20_puma520_zcta520_natl.txt,4805301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch PUMA",539970165,5678550,78754,ZCTA5 78754,39207277,12421,23102056,12421
78754,48,4805303,05303,Austin City (Northeast) PUMA,ZCTA5 78754,39207277,116660925,16105221,0,0.410771,0.138052,2,0,2020,tab20_puma520_zcta520_natl.txt,4805303,Austin City (Northeast) PUMA,116660925,105663,78754,ZCTA5 78754,39207277,12421,16105221,0
78756,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78756,4326647,70101203,4326647,0,1.0,0.06172,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78756,ZCTA5 78756,4326647,0,4326647,0
78757,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78757,12823683,70101203,12823683,0,1.0,0.182931,1,1,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78757,ZCTA5 78757,12823683,0,12823683,0
78758,48,4805302,05302,Austin City (North) PUMA,ZCTA5 78758,23534195,68124022,23232623,0,0.987186,0.341034,1,1,2020,tab20_puma520_zcta520_natl.txt,4805302,Austin City (North) PUMA,68124022,0,78758,ZCTA5 78758,23534195,0,23232623,0
78758,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78758,23534195,70101203,301572,0,0.012814,0.004302,2,0,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78758,ZCTA5 78758,23534195,0,301572,0
78759,48,4805305,05305,Austin City (Northwest) PUMA,ZCTA5 78759,36908589,247308800,25625741,0,0.694303,0.103618,1,1,2020,tab20_puma520_zcta520_natl.txt,4805305,Austin City (Northwest) PUMA,247308800,14850158,78759,ZCTA5 78759,36908589,0,25625741,0
78759,48,4805302,05302,Austin City (North) PUMA,ZCTA5 78759,36908589,68124022,7929618,0,0.214845,0.1164,2,0,2020,tab20_puma520_zcta520_natl.txt,4805302,Austin City (North) PUMA,68124022,0,78759,ZCTA5 78759,36908589,0,7929618,0
78759,48,4805306,05306,Austin City (Central) PUMA,ZCTA5 78759,36908589,70101203,2939735,0,0.079649,0.041936,3,0,2020,tab20_puma520_zcta520_natl.txt,4805306,Austin City (Central) PUMA,70101203,1072484,78759,ZCTA5 78759,36908589,0,2939735,0
78759,48,4805203,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",ZCTA5 78759,36908589,115523059,413495,0,0.011203,0.003579,4,0,2020,tab20_puma520_zcta520_natl.txt,4805203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",115523059,773082,78759,ZCTA5 78759,36908589,0,413495,0
78801,48,4807500,07500,Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties PUMA,ZCTA5 78801,2210721204,29658248683,2210721204,7688920,1.0,0.07454,1,1,2020,tab20_puma520_zcta520_natl.txt,4807500,Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties PUMA,29658248683,307605947,78801,ZCTA5 78801,2210721204,7688920,2210721204,7688920
78827,48,4807600,07600,"South Texas Development Council (South)--Coastal Bend COG (West), Dimmit & La Salle PUMA",ZCTA5 78827,166095802,23586062891,166095802,596060,1.0,0.007042,1,1,2020,tab20_puma520_zcta520_natl.txt,4807600,"South Texas Development Council (South)--Coastal Bend COG (West), Dimmit & La Salle PUMA",23586062891,253353228,78827,ZCTA5 78827,166095802,596060,166095802,596060
78829,48,4807500,07500,Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties PUMA,ZCTA5 78829,1347722157,29658248683,1347722157,2870041,1.0,0.045442,1,1,2020,tab20_puma520_zcta520_natl.txt,4807500,Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties PUMA,29658248683,307605947,78829,ZCTA5 78829,1347722157,2870041,1347722157,2870041
78830,48,4807600,07600,"South Texas Development Council (South)--Coastal Bend COG (West), Dimmit & La Salle PUMA",ZCTA5 78830,413529699,23586062891,413529699,798013,1.0,0.017533,1,1,2020,tab20_puma520_zcta520_natl.txt,4807600,"South Texas Development Council (South)--Coastal Bend COG (West), Dimmit & La Salle PUMA",23586062891,253353228,78830,ZCTA5 78830,413529699,798013,413529699,798013
78832,48,4807500,07500,Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties PUMA,ZCTA5 78832,2774499688,29658248683,2774499688,6823893,1.0,0.093549,1,1,2020,tab20_puma520_zcta520_natl.txt,4807500,Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties PUMA,29658248683,307605947,78832,ZCTA5 78832,2774499688,6823893,2774499688,6823893
