zcta,zcta_name,state_fips,total_households,income_low_pct,income_medium_pct,income_high_pct,income_very_high_pct,owner_pct,renter_pct,married_household_pct,partial_high_school_pct,high_school_pct,partial_college_pct,bachelors_pct,graduate_degree_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_64_pct,age_65_plus_pct,source_year,source_dataset,income_total,income_low_count,income_medium_count,income_high_count,income_very_high_count,tenure_total,owner_count,renter_count,household_type_total,married_household_count,education_total,partial_high_school_count,high_school_count,partial_college_count,bachelors_count,graduate_degree_count,age_18_plus_count,age_18_24_count,age_25_34_count,age_35_44_count,age_45_64_count,age_65_plus_count,income_low_pct_was_clipped,income_medium_pct_was_clipped,income_high_pct_was_clipped,income_very_high_pct_was_clipped,owner_pct_was_clipped,renter_pct_was_clipped,married_household_pct_was_clipped,partial_high_school_pct_was_clipped,high_school_pct_was_clipped,partial_college_pct_was_clipped,bachelors_pct_was_clipped,graduate_degree_pct_was_clipped,age_18_24_pct_was_clipped,age_25_34_pct_was_clipped,age_35_44_pct_was_clipped,age_45_64_pct_was_clipped,age_65_plus_pct_was_clipped,any_pct_was_clipped,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B11001_001E,B11001_002E,B11001_003E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B25003_001E,B25003_002E,B25003_003E
78577,ZCTA5 78577,48,23957,0.476353466627708,0.29181450098092415,0.1493509203990483,0.08248111199231957,0.5896815127102726,0.4103184872897274,0.4852861376633134,0.2933253317330133,0.27112089084483565,0.24727167655753374,0.13782756551310263,0.05045453535151475,0.16947869748209407,0.2034076644761131,0.1937901498929336,0.27320386915749834,0.16011961899136085,2024,acs/acs5,23957,11412,6991,3578,1976,23957,14127,9830,23957,11626,44991,13197,12198,11125,6201,2270,54172,9181,11019,10498,14800,8674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,938,774,1581,2409,2846,2913,2775,1805,2021,1293,697,880,661,541,981,837,461,421,1420,746,566,1963,2627,3137,2324,2486,3072,2090,1479,537,926,501,1048,1148,802,591,682,23957,18854,11626,44991,1621,0,47,221,175,832,423,623,1769,348,1480,2633,1030,803,1192,10209,1989,1961,6586,2578,6201,1993,237,40,23957,1585,1595,1104,1575,1360,1371,1322,878,622,1672,2783,2536,2331,1247,843,1133,23957,14127,9830
78578,ZCTA5 78578,48,4379,0.47819136789221284,0.23018954099109384,0.12879652888787393,0.16282256222881936,0.7462891071020781,0.2537108928979219,0.49486184060287736,0.18937931034482758,0.2816551724137931,0.2430344827586207,0.19379310344827586,0.09213793103448276,0.09431605246720799,0.12767020612117427,0.10293566520924423,0.3345409119300437,0.3405371642723298,2024,acs/acs5,4379,2094,1008,564,713,4379,3268,1111,4379,2167,7250,1373,2042,1762,1405,668,8005,755,1022,824,2678,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,109,322,278,246,188,212,275,281,263,238,242,87,227,229,266,225,80,37,179,2,12,199,299,164,260,290,345,197,273,274,155,166,286,570,239,196,4379,2872,2167,7250,266,0,0,0,91,75,60,0,315,20,103,191,65,28,159,1741,301,558,593,611,1405,526,122,20,4379,530,129,347,246,132,362,280,24,44,227,280,501,288,276,356,357,4379,3268,1111
78579,ZCTA5 78579,48,665,0.6962406015037594,0.2556390977443609,0.0,0.0481203007518797,0.6827067669172933,0.3172932330827068,0.37142857142857144,0.47578785549577246,0.1606456571867794,0.13528055342044581,0.09761721752498079,0.13066871637202152,0.2086374695863747,0.046228710462287104,0.1745742092457421,0.25851581508515814,0.31204379562043794,2024,acs/acs5,665,463,170,0,32,665,454,211,665,247,1301,619,209,176,127,170,1644,343,76,287,425,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,49,0,65,36,33,34,0,0,0,40,181,6,0,34,0,96,35,68,68,27,0,0,186,91,133,74,5,55,154,28,2,1,0,67,665,631,247,1301,68,48,148,181,0,66,0,0,35,34,0,37,0,2,0,200,9,86,55,35,127,170,0,0,665,97,182,80,29,0,75,0,0,0,0,19,151,0,0,32,0,665,454,211
78580,ZCTA5 78580,48,3435,0.474235807860262,0.31353711790393013,0.09344978165938865,0.11877729257641921,0.6931586608442504,0.3068413391557496,0.4104803493449782,0.2657997083130773,0.38138065143412736,0.23237724842002916,0.08872143898881867,0.0317209528439475,0.16754350465398624,0.23715095103197087,0.1837312828814245,0.2636584378794011,0.1479158235532173,2024,acs/acs5,3435,1629,1077,321,408,3435,2381,1054,3435,1410,8228,2187,3138,1912,730,261,9884,1656,2344,1816,2606,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,282,131,461,701,830,669,449,503,268,335,151,171,35,94,181,80,110,90,159,32,88,251,380,433,375,323,311,208,261,217,181,48,143,233,282,69,97,3435,2550,1410,8228,270,0,0,43,32,95,72,114,234,86,240,276,391,180,154,2405,733,481,899,532,730,238,14,9,3435,261,284,275,27,201,90,178,175,138,299,263,515,214,107,319,89,3435,2381,1054
78582,ZCTA5 78582,48,12795,0.5849159828057835,0.2006252442360297,0.15005861664712777,0.06440015631105901,0.723094958968347,0.276905041031653,0.5108245408362642,0.3873444636950701,0.261655378799811,0.21944400693022523,0.08127264136084422,0.050283509214049456,0.1677535638210716,0.20278551532033426,0.19003768638374569,0.29883663771915453,0.14058659675569393,2024,acs/acs5,12795,7484,2567,1920,824,12795,9252,3543,12795,6536,25396,9837,6645,5573,2064,1277,30515,5119,6188,5799,9119,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,264,431,921,1831,1600,1671,1290,1413,1251,811,464,419,296,426,376,416,173,220,746,377,340,1208,1430,1327,1380,1458,1261,1414,973,429,684,313,439,518,383,358,372,12795,10323,6536,25396,1186,9,24,30,171,547,277,499,2325,673,990,992,734,758,622,5586,1059,1381,2821,1371,2064,1045,56,176,12795,1428,1193,803,743,755,591,479,809,683,862,776,929,1135,785,423,401,12795,9252,3543
78583,ZCTA5 78583,48,1952,0.48719262295081966,0.26639344262295084,0.15112704918032788,0.09528688524590163,0.7904713114754098,0.20952868852459017,0.5486680327868853,0.2679628064243449,0.3229078613693998,0.252465483234714,0.10566356720202874,0.05100028176951254,0.13163689747981405,0.11499877660875948,0.12087105456324933,0.33447516515781744,0.2980181061903597,2024,acs/acs5,1952,951,520,295,186,1952,1543,409,1952,1071,3549,951,1146,896,375,181,4087,538,470,494,1367,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,32,141,112,104,133,125,253,195,117,12,152,25,40,134,176,149,37,39,37,55,115,180,74,117,119,236,148,115,46,93,31,137,146,126,170,47,1952,1384,1071,3549,83,0,0,0,16,40,36,154,190,35,55,102,67,55,118,1028,118,200,451,245,375,127,41,13,1952,165,170,83,69,117,122,136,85,4,81,280,159,216,79,84,102,1952,1543,409
78584,ZCTA5 78584,48,5402,0.7232506479081822,0.18326545723805998,0.04331728989263236,0.05016660496112551,0.6042206590151795,0.3957793409848204,0.41558681969640876,0.43064755313890263,0.19980227385071675,0.21967375185368265,0.11250617894216511,0.03737024221453287,0.15694282380396732,0.20936822803800634,0.13127187864644108,0.2801300216702784,0.22228704784130687,2024,acs/acs5,5402,3907,990,234,271,5402,3264,2138,5402,2245,10115,4356,2021,2222,1138,378,11998,1883,2512,1575,3361,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,55,197,669,549,494,346,380,368,411,276,201,262,144,299,292,205,97,49,301,45,184,363,890,579,345,504,465,402,544,189,243,337,292,302,132,216,302,5402,4048,2245,10115,564,0,18,47,63,407,127,343,865,266,309,590,203,321,233,1660,361,707,1082,433,1138,230,148,0,5402,985,828,446,294,279,281,195,262,337,279,406,305,174,60,109,162,5402,3264,2138
78586,ZCTA5 78586,48,15699,0.5453850563730174,0.2855595897827887,0.1127460347792853,0.056309319064908596,0.7417669915281229,0.2582330084718772,0.5082489330530607,0.34499118883014773,0.29761420631693103,0.23156432153992138,0.08902670462247526,0.036803578690524606,0.17356112589273212,0.15524436353451898,0.17188068897913458,0.303879008542221,0.19543481305139337,2024,acs/acs5,15699,8562,4483,1770,884,15699,11645,4054,15699,7979,29508,10180,8782,6833,2627,1086,35705,6197,5543,6137,10850,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,501,272,1266,1425,1509,1416,1357,1347,1506,1308,652,861,562,524,784,751,491,349,1104,578,236,1135,1226,1383,1833,1531,1329,1287,1449,267,844,442,414,1073,641,431,516,15699,12306,7979,29508,1575,13,5,61,164,299,413,261,1373,702,1033,2222,638,708,713,7405,1377,1469,3489,1875,2627,920,114,52,15699,1076,1098,1040,1140,995,781,638,935,859,1023,1653,1807,1149,621,558,326,15699,11645,4054
78588,ZCTA5 78588,48,67,0.23880597014925373,0.2835820895522388,0.3283582089552239,0.14925373134328357,0.6567164179104478,0.34328358208955223,0.582089552238806,0.20245398773006135,0.049079754601226995,0.4601226993865031,0.10429447852760736,0.18404907975460122,0.18090452261306533,0.04020100502512563,0.1407035175879397,0.4321608040201005,0.20603015075376885,2024,acs/acs5,67,16,19,22,10,67,44,23,67,39,163,33,8,75,17,30,199,36,8,28,86,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,2,2,2,10,20,28,8,0,0,0,3,0,0,2,0,0,0,0,0,2,2,7,9,19,0,11,0,0,0,2,2,0,20,12,67,61,39,163,4,0,0,0,0,2,0,0,0,0,17,0,0,0,10,8,0,42,21,12,17,30,0,0,67,0,0,0,0,12,0,0,0,4,0,9,10,10,12,10,0,67,44,23
78589,ZCTA5 78589,48,11709,0.4662225638397814,0.35579468784695534,0.11025706721325476,0.06772568110000854,0.7925527372106926,0.20744726278930736,0.5946707660773763,0.3741980232356511,0.2633084792786544,0.22498699497138894,0.1020027744061037,0.035503728108201835,0.16544263955717955,0.16544263955717955,0.16551499583951376,0.3215874968344126,0.18201222821171448,2024,acs/acs5,11709,5459,4166,1291,793,11709,9280,2429,11709,6963,23068,8632,6074,5190,2353,819,27641,4573,4573,4575,8889,5031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,398,348,1207,1243,1173,1036,1050,1199,1235,1156,456,497,308,592,493,393,212,432,804,287,255,511,1309,848,1181,1308,1061,1442,989,342,512,313,518,628,471,427,244,11709,10124,6963,23068,1376,0,0,92,36,498,222,322,1028,341,746,1687,768,937,579,5225,849,1131,2692,1367,2353,738,53,28,11709,552,615,577,700,518,622,851,483,541,1102,1206,1858,787,504,557,236,11709,9280,2429
78590,ZCTA5 78590,48,97,0.2268041237113402,0.32989690721649484,0.44329896907216493,0.0,1.0,0.0,0.7731958762886598,0.22761194029850745,0.4291044776119403,0.21641791044776118,0.07835820895522388,0.048507462686567165,0.24079320113314448,0.24362606232294617,0.1048158640226629,0.3031161473087819,0.10764872521246459,2024,acs/acs5,97,22,32,43,0,97,97,0,97,75,268,61,115,58,21,13,353,85,86,37,107,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,26,24,14,19,0,8,18,14,6,19,3,14,0,0,2,0,0,23,0,20,24,24,0,18,1,12,28,0,1,16,0,0,0,3,0,97,97,75,268,5,0,0,0,0,0,3,0,0,0,13,0,0,5,35,106,9,3,35,20,21,13,0,0,97,0,0,0,0,1,0,21,0,0,3,18,11,17,26,0,0,97,97,0
78591,ZCTA5 78591,48,76,0.7105263157894737,0.18421052631578946,0.039473684210526314,0.06578947368421052,0.8947368421052632,0.10526315789473684,0.25,0.125,0.4666666666666667,0.20833333333333334,0.09166666666666666,0.10833333333333334,0.08396946564885496,0.13740458015267176,0.022900763358778626,0.5801526717557252,0.17557251908396945,2024,acs/acs5,76,54,14,3,5,76,68,8,76,19,120,15,56,25,11,13,131,11,18,3,76,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,5,3,25,12,1,2,0,2,8,0,0,7,0,0,4,0,7,0,0,11,0,8,3,8,0,0,7,2,2,0,76,28,19,120,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,42,14,3,13,9,11,13,0,0,76,3,4,10,15,0,0,20,0,2,0,0,14,0,3,0,5,76,68,8
78592,ZCTA5 78592,48,253,0.7114624505928854,0.14624505928853754,0.1422924901185771,0.0,1.0,0.0,0.4782608695652174,0.6291739894551845,0.28471001757469244,0.05975395430579965,0.026362038664323375,0.0,0.08225806451612903,0.13709677419354838,0.08064516129032258,0.32741935483870965,0.3725806451612903,2024,acs/acs5,253,180,37,36,0,253,253,0,253,121,569,358,162,34,15,0,620,51,85,50,203,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,28,45,0,15,19,79,5,0,12,0,0,27,51,1,0,0,0,21,0,0,12,15,20,34,21,22,0,11,0,0,53,68,6,25,253,195,121,569,65,0,0,0,34,13,0,61,63,12,12,24,19,36,19,126,36,1,33,0,15,0,0,0,253,0,80,21,30,0,0,49,0,0,20,0,17,12,24,0,0,253,253,0
78593,ZCTA5 78593,48,1555,0.5215434083601286,0.2572347266881029,0.12540192926045016,0.09581993569131833,0.704823151125402,0.29517684887459805,0.4694533762057878,0.2697176241480039,0.32456994482310936,0.2664719246997728,0.083089905874716,0.056150600454397924,0.1844891476971943,0.1842244573848597,0.14531498147167812,0.35230280571731076,0.1336686077289571,2024,acs/acs5,1555,811,400,195,149,1555,1096,459,1555,730,3081,831,1000,821,256,173,3778,697,696,549,1331,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,118,144,232,109,144,145,179,182,137,85,44,44,45,102,36,34,8,138,0,53,98,166,189,110,150,86,325,203,59,31,27,17,76,2,13,101,1555,1217,730,3081,88,0,0,0,15,27,54,0,169,43,16,129,69,166,55,833,167,382,361,78,256,148,0,25,1555,202,62,74,37,107,114,69,84,62,75,217,108,100,95,128,21,1555,1096,459
78594,ZCTA5 78594,48,495,0.7313131313131314,0.23434343434343435,0.03434343434343434,0.0,0.6222222222222222,0.37777777777777777,0.4222222222222222,0.4859484777517564,0.32903981264637,0.16978922716627634,0.01522248243559719,0.0,0.1223021582733813,0.11408016443987667,0.20760534429599178,0.17266187050359713,0.38335046248715315,2024,acs/acs5,495,362,116,17,0,495,308,187,495,209,854,415,281,145,13,0,973,119,111,202,168,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,34,23,17,61,0,0,0,54,36,15,48,13,37,22,15,28,0,70,0,12,42,73,51,33,8,9,0,28,37,43,55,37,18,33,495,327,209,854,6,0,0,0,41,21,35,0,88,35,0,15,55,92,27,159,122,32,64,49,13,0,0,0,495,90,45,79,66,34,0,9,39,0,36,33,47,17,0,0,0,495,308,187
78595,ZCTA5 78595,48,1826,0.43921139101861995,0.2907995618838992,0.24370208105147864,0.02628696604600219,0.8614457831325302,0.13855421686746988,0.6785323110624315,0.36744723908644117,0.20901994796183868,0.3165654813529922,0.08326105810928014,0.02370627348944782,0.16388687454677303,0.22721779066956732,0.13391346386270245,0.3060188542422045,0.16896301667875271,2024,acs/acs5,1826,802,531,445,48,1826,1573,253,1826,1239,3459,1271,723,1095,288,82,4137,678,940,554,1266,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,31,41,170,94,348,87,128,261,189,59,92,117,36,91,124,64,57,0,56,0,16,184,142,356,109,230,182,125,151,32,58,87,42,36,111,36,15,1826,1578,1239,3459,252,0,0,58,77,55,46,21,178,46,122,184,69,99,64,652,71,92,894,109,288,82,0,0,1826,122,108,94,152,87,69,57,90,23,171,175,185,351,94,41,7,1826,1573,253
78596,ZCTA5 78596,48,12731,0.4389285994815804,0.28623046107925537,0.16243814311523053,0.1124027963239337,0.6404838582986411,0.35951614170135887,0.5078941167229597,0.23936302562826572,0.27747366674960605,0.2711288048436593,0.14423156672472423,0.06780293605374471,0.12807347411050043,0.20006508533410472,0.16444894417124675,0.27990309516922185,0.22750940121492624,2024,acs/acs5,12731,5588,3644,2068,1431,12731,8154,4577,12731,6466,24114,5772,6691,6538,3478,1635,27656,3542,5533,4548,7741,6292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,146,190,610,1532,1057,1095,1069,1401,913,775,302,458,233,327,739,798,605,300,429,215,441,797,1495,1449,1122,1262,1292,1058,931,244,367,465,309,948,493,617,458,12731,9474,6466,24114,1097,0,0,32,14,76,116,172,1041,114,663,844,592,547,464,5343,1348,1456,3319,1763,3478,1349,206,80,12731,931,1036,467,764,469,358,701,551,311,918,1031,1695,1236,832,888,543,12731,8154,4577
78597,ZCTA5 78597,48,1642,0.23020706455542023,0.5182704019488429,0.04811205846528624,0.20341047503045068,0.7058465286236297,0.29415347137637027,0.47868453105968334,0.06223539373412362,0.12997459779847587,0.27222692633361556,0.3094834885690093,0.2260795935647756,0.11169612636329447,0.05302745393004889,0.027077848815344113,0.35652500940203086,0.45167356148928167,2024,acs/acs5,1642,378,851,79,334,1642,1159,483,1642,786,2362,147,307,643,731,534,2659,297,141,72,948,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,9,110,0,1,20,13,219,33,133,76,48,347,77,40,34,40,0,9,4,0,22,16,55,0,56,295,143,36,13,39,337,148,42,0,1642,834,786,2362,77,0,0,0,0,0,22,0,0,0,0,0,0,9,39,289,18,130,237,276,731,462,38,34,1642,106,0,57,7,10,0,33,121,44,86,422,343,16,63,20,314,1642,1159,483
78598,ZCTA5 78598,48,126,0.6031746031746031,0.1111111111111111,0.16666666666666666,0.11904761904761904,0.8809523809523809,0.11904761904761904,0.4523809523809524,0.13636363636363635,0.25,0.08522727272727272,0.38636363636363635,0.14204545454545456,0.06878306878306878,0.0582010582010582,0.15343915343915343,0.1164021164021164,0.6031746031746031,2024,acs/acs5,126,76,14,21,15,126,111,15,126,57,176,24,44,15,68,25,189,13,11,29,22,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,8,0,6,0,0,0,15,14,21,0,15,0,0,0,0,0,11,0,0,15,0,0,0,9,7,10,14,25,0,0,0,126,57,57,176,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,23,21,0,0,15,68,25,0,0,126,0,25,0,15,36,0,0,0,0,0,0,14,21,0,15,0,126,111,15
78599,ZCTA5 78599,48,9605,0.43477355543987506,0.32316501821967725,0.15616866215512754,0.08589276418532014,0.6875585632483082,0.31244143675169184,0.4697553357626236,0.31860489437356204,0.2916230914034721,0.2391236143066304,0.10604476051035348,0.04460363940598201,0.17544086577846765,0.20493252274393137,0.21795369292458933,0.2787910145302462,0.12288190402276548,2024,acs/acs5,9605,4176,3104,1500,825,9605,6604,3001,9605,4512,19124,6093,5577,4573,2028,853,23193,4069,4753,5055,6466,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,236,509,775,1178,1292,1310,1286,976,864,551,196,332,193,218,322,295,200,36,556,218,347,971,1273,1010,1151,1308,965,837,773,446,526,261,163,486,368,248,60,9605,7715,4512,19124,1013,11,31,7,228,343,209,218,1054,209,394,797,482,580,517,4645,932,889,2393,1291,2028,593,134,126,9605,809,516,658,311,213,329,684,256,400,750,938,1416,1024,476,535,290,9605,6604,3001
78602,ZCTA5 78602,48,13705,0.2750820868296242,0.2753739511127326,0.2213060926669099,0.22823786939073332,0.7075519883254286,0.29244801167457135,0.5186428310835461,0.12619746600741658,0.29256798516687266,0.28499690976514214,0.19194221260815822,0.10429542645241038,0.12738059122931203,0.1839080459770115,0.1593015808811137,0.33838945629824385,0.19102032561431895,2024,acs/acs5,13705,3770,3774,3033,3128,13705,9697,4008,13705,7108,25888,3267,7574,7378,4969,2700,29667,3779,5456,4726,10039,5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,376,269,968,1554,1658,1518,1114,1050,1536,1377,276,679,357,430,874,492,272,217,562,265,247,571,1334,910,1027,1067,1520,1239,1040,678,644,420,430,723,793,375,284,13705,9297,7108,25888,413,0,12,32,16,35,31,115,277,165,119,725,469,593,265,5925,1649,1671,3584,2123,4969,2047,412,241,13705,634,237,194,509,264,398,428,442,664,770,1122,1882,1482,1551,1443,1685,13705,9697,4008
78605,ZCTA5 78605,48,2849,0.20217620217620216,0.4155844155844156,0.1877851877851878,0.19445419445419446,0.8606528606528606,0.13934713934713935,0.6458406458406458,0.19666975023126734,0.2978723404255319,0.34320074005550416,0.115263644773358,0.046993524514338574,0.0834322536883161,0.1658470408682381,0.25080549431914534,0.2947261319314906,0.2051890791928099,2024,acs/acs5,2849,576,1184,535,554,2849,2452,397,2849,1840,5405,1063,1610,1855,623,254,5897,492,978,1479,1738,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,68,65,86,335,126,261,509,139,255,249,105,173,22,93,254,79,50,25,39,0,7,83,130,387,352,357,72,240,226,120,159,170,84,189,128,62,54,2849,2181,1840,5405,331,0,19,0,9,0,136,0,229,3,20,195,22,35,64,1431,179,460,996,399,623,171,66,17,2849,33,32,75,58,118,66,92,40,62,360,326,498,288,247,219,335,2849,2452,397
78606,ZCTA5 78606,48,2967,0.2608695652173913,0.2703067071115605,0.23491742500842602,0.2339063026626222,0.771149309066397,0.22885069093360297,0.6238624873609707,0.09813687511529239,0.22578859988931932,0.31322634200332045,0.26766279284264893,0.09518539014941893,0.07015437392795883,0.14493996569468268,0.10668953687821613,0.3917667238421955,0.2864493996569468,2024,acs/acs5,2967,774,802,697,694,2967,2288,679,2967,1851,5421,532,1224,1698,1451,516,5830,409,845,622,2284,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,14,97,331,125,135,211,255,256,251,185,263,66,233,263,132,89,21,80,0,0,166,143,246,155,121,152,233,384,106,199,98,157,298,123,88,102,2967,2122,1851,5421,93,0,0,5,0,13,0,24,67,0,100,55,45,104,26,995,229,402,836,460,1451,364,86,66,2967,63,125,72,58,80,57,88,185,46,121,286,395,311,386,332,362,2967,2288,679
78607,ZCTA5 78607,48,50,0.36,0.64,0.0,0.0,0.68,0.32,0.52,0.0,0.4125,0.4,0.1875,0.0,0.1111111111111111,0.0,0.17777777777777778,0.35555555555555557,0.35555555555555557,2024,acs/acs5,50,18,32,0,0,50,34,16,50,26,80,0,33,32,15,0,90,10,0,16,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,16,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,0,9,0,50,42,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,32,0,0,15,0,0,0,50,0,8,0,0,0,10,0,0,0,16,0,16,0,0,0,0,50,34,16
78608,ZCTA5 78608,48,153,0.5359477124183006,0.26143790849673204,0.0457516339869281,0.1568627450980392,0.8823529411764706,0.11764705882352941,0.7712418300653595,0.06493506493506493,0.2077922077922078,0.22727272727272727,0.4025974025974026,0.09740259740259741,0.043478260869565216,0.0,0.12732919254658384,0.33229813664596275,0.4968944099378882,2024,acs/acs5,153,82,40,7,24,153,135,18,153,118,308,20,64,70,124,30,322,14,0,41,107,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,24,7,22,0,0,15,18,28,9,9,15,0,0,0,7,0,0,38,3,0,14,14,0,26,0,22,26,0,9,9,153,118,118,308,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,50,14,5,12,53,124,14,16,0,153,35,0,9,24,0,0,14,0,0,9,0,31,7,0,0,24,153,135,18
78609,ZCTA5 78609,48,1065,0.3755868544600939,0.3492957746478873,0.19812206572769953,0.07699530516431925,0.7323943661971831,0.2676056338028169,0.5023474178403756,0.07120933087783916,0.285451197053407,0.39103744628606507,0.143646408839779,0.10865561694290976,0.08739495798319327,0.058823529411764705,0.06722689075630252,0.3495798319327731,0.4369747899159664,2024,acs/acs5,1065,400,372,211,82,1065,780,285,1065,535,1629,116,465,637,234,177,1785,156,105,120,624,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,40,48,54,0,0,45,98,74,87,68,107,139,57,32,18,0,44,0,6,3,14,39,27,83,53,114,8,62,74,101,113,49,0,22,1065,571,535,1629,60,0,0,0,0,0,0,0,0,8,0,0,14,8,26,390,75,103,439,95,234,167,3,7,1065,36,63,59,25,71,81,19,38,8,61,128,183,88,123,22,60,1065,780,285
78610,ZCTA5 78610,48,17640,0.14812925170068028,0.2437641723356009,0.27420634920634923,0.33390022675736963,0.7879818594104309,0.21201814058956917,0.5815192743764173,0.07946232626188734,0.22009875640087784,0.2752682272616435,0.2943184589124604,0.13085223116313094,0.08046750189186917,0.20818969141511814,0.24658762857703412,0.3399758961854312,0.12477928193054738,2024,acs/acs5,17640,2613,4300,4837,5890,17640,13900,3740,17640,10258,32808,2607,7221,9031,9656,4293,35679,2871,7428,8798,12130,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,305,114,937,1502,1894,2322,1829,1678,1812,1453,348,1033,255,439,701,365,201,81,308,218,201,473,1296,2736,2182,2465,1704,1387,1241,737,737,295,334,808,488,331,154,17640,12926,10258,32808,519,8,32,0,0,0,105,36,311,102,135,185,139,359,676,6108,1113,1842,4658,2531,9656,3273,441,579,17640,478,192,124,156,352,194,335,431,351,653,1558,2089,2700,2137,3026,2864,17640,13900,3740
78611,ZCTA5 78611,48,5873,0.30444406606504343,0.28281968329644136,0.22560871786139963,0.1871275327771156,0.8028264941256598,0.1971735058743402,0.6112719223565469,0.08399264029438823,0.31343146274149036,0.30689972401103954,0.19300827966881326,0.10266789328426863,0.1133768352365416,0.11745513866231648,0.13075040783034259,0.3125611745513866,0.32585644371941275,2024,acs/acs5,5873,1788,1661,1325,1099,5873,4715,1158,5873,3590,10870,913,3407,3336,2098,1116,12260,1390,1440,1603,3832,3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,23,24,374,434,443,292,342,381,354,583,361,423,260,285,488,486,172,147,184,219,23,392,254,309,575,394,370,356,441,243,320,222,349,627,532,192,235,5873,4321,3590,10870,236,0,0,0,50,0,31,7,0,0,191,66,136,39,157,2813,594,862,1925,549,2098,748,217,151,5873,188,342,105,145,123,191,217,235,242,285,572,804,768,557,533,566,5873,4715,1158
