NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,zip code tabulation area
ZCTA5 92694,21596,148,0,0,0,0,0,0,0,23,51,60,0,0,16,79,1719,177,1302,2541,1204,8437,4047,1254,538,92694
ZCTA5 92697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92697
ZCTA5 92701,30205,2186,34,68,51,272,464,335,496,1403,206,798,1125,1333,617,1764,9042,652,1481,2731,1829,2410,626,179,103,92701
ZCTA5 92703,41700,4433,67,72,48,161,720,367,422,2038,720,1063,1359,1431,835,2542,10521,850,2083,4380,1975,4428,817,210,158,92703
ZCTA5 92704,56288,4235,82,72,94,305,836,473,822,2485,310,1013,1679,1199,935,2769,13680,1275,2554,6663,3203,8691,2229,386,298,92704
ZCTA5 92705,33785,1157,7,99,4,13,51,0,89,716,25,121,373,362,503,925,5137,345,2038,3772,2206,9568,3527,2046,701,92705
ZCTA5 92706,24653,1611,0,17,113,185,137,62,138,1235,429,325,1163,627,367,1091,4985,583,1472,2840,1614,3762,1290,307,300,92706
ZCTA5 92707,38889,2965,158,241,48,210,313,341,411,1692,124,1133,1234,1421,1274,1623,9200,719,2131,4796,1995,5172,1183,310,195,92707
ZCTA5 92708,40806,1354,0,27,0,24,64,29,58,112,149,297,124,391,276,675,6292,674,2003,5844,3464,13019,3780,1409,741,92708
ZCTA5 92780,37473,1682,0,0,20,9,39,23,95,900,47,383,644,546,535,903,7144,998,2616,4144,2618,8998,3853,916,360,92780
ZCTA5 92782,21293,326,24,0,0,0,0,0,0,61,0,131,87,0,50,81,1241,376,1143,1955,1738,7884,4279,1384,533,92782
ZCTA5 92801,40490,2483,32,12,9,285,144,227,174,1796,298,400,666,704,1069,2689,8486,1234,2783,5633,2366,6808,1872,114,206,92801
ZCTA5 92802,28634,1701,26,0,32,118,416,146,154,1039,146,411,921,527,664,2397,5493,683,1743,3274,2260,4876,1094,276,237,92802
ZCTA5 92804,56775,3426,0,54,39,21,317,89,451,1740,199,853,1452,635,816,3946,13189,1427,4257,6693,3855,10262,2085,494,475,92804
ZCTA5 92805,49412,3522,6,66,29,208,605,300,558,2343,342,949,1007,587,552,2447,10032,991,3123,5382,3360,9297,2742,661,303,92805
ZCTA5 92806,27658,880,56,0,0,118,184,144,130,1105,105,471,668,207,450,1024,5823,841,2031,3688,2505,5259,1329,461,179,92806
ZCTA5 92807,26557,504,30,0,0,0,0,45,111,252,19,161,25,29,92,599,3983,358,1636,3295,2360,7600,3409,1299,750,92807
ZCTA5 92808,15685,93,10,0,0,0,0,0,17,68,0,0,29,40,50,178,1615,166,704,1864,1602,5283,2780,804,382,92808
ZCTA5 92821,29159,490,0,10,17,20,55,13,56,106,165,160,100,159,195,639,3634,477,1334,4604,2195,8858,4526,853,493,92821
ZCTA5 92823,3987,20,0,0,23,4,0,0,0,20,0,18,18,70,0,37,446,36,134,310,273,1587,679,206,106,92823
ZCTA5 92831,22891,758,0,10,0,44,181,0,21,427,101,74,126,100,106,748,3106,473,1042,3313,2031,6644,2686,471,429,92831
ZCTA5 92832,18671,601,0,0,5,21,77,179,37,654,11,360,314,188,194,745,3325,331,1381,3019,1411,3553,1744,325,196,92832
ZCTA5 92833,35546,1340,15,0,0,19,161,181,92,777,73,260,206,216,269,1069,4825,746,1928,4970,3082,10079,3533,999,706,92833
ZCTA5 92835,18600,325,14,0,0,0,2,0,51,17,11,30,13,20,112,483,1701,268,760,2805,1713,6091,2632,1151,401,92835
ZCTA5 92840,38518,3333,20,23,7,5,153,146,314,723,326,308,824,437,554,2404,7247,801,2475,4957,2845,8230,1548,565,273,92840
ZCTA5 92841,23264,1933,0,55,0,16,141,120,166,621,342,259,421,391,310,1191,5208,475,1371,2783,1962,4075,1026,294,104,92841
ZCTA5 92843,31735,3357,20,55,6,30,128,154,318,1064,352,633,844,591,483,2083,7527,692,1559,3942,2029,4370,1034,336,128,92843
ZCTA5 92844,16317,1505,16,95,26,0,102,33,20,276,124,267,751,195,386,896,3625,384,740,2018,1330,2499,716,176,137,92844
ZCTA5 92845,11444,156,0,0,0,0,18,0,0,2,5,55,31,39,54,185,1907,146,902,1700,1189,3324,1215,326,190,92845
ZCTA5 92860,18192,369,26,18,12,22,47,15,108,189,58,211,282,260,513,470,4576,780,1671,2828,1699,2997,823,139,79,92860
ZCTA5 92861,4259,66,0,0,0,0,0,0,0,8,0,0,0,15,0,21,606,16,250,393,562,1235,608,325,154,92861
ZCTA5 92865,14392,384,0,0,0,8,26,0,34,142,43,75,97,8,154,323,2114,263,1151,2670,1397,3719,1127,481,176,92865
ZCTA5 92866,10323,154,0,31,0,122,25,0,43,221,237,32,180,108,150,337,2313,277,646,1682,908,1999,531,230,97,92866
ZCTA5 92867,28893,881,0,0,59,33,22,21,61,610,65,92,180,189,404,642,4775,667,1964,4077,2246,7281,3110,1030,484,92867
ZCTA5 92868,19132,505,0,9,0,24,64,0,139,413,65,46,224,224,376,394,4169,350,1242,2563,1501,4595,1659,333,237,92868
ZCTA5 92869,26086,891,8,0,0,31,51,64,46,322,222,221,166,182,163,498,3886,274,1463,3583,2159,7485,2970,976,425,92869
ZCTA5 92870,36059,976,8,29,6,77,36,46,64,428,105,115,418,339,261,871,5993,585,2115,4829,2810,9678,4612,957,701,92870
ZCTA5 92879,33059,1646,30,35,26,274,262,42,108,766,99,371,589,219,503,1457,8558,730,1977,4662,2759,5117,2088,465,276,92879
ZCTA5 92880,48372,1520,5,26,23,0,157,111,28,466,163,153,448,316,166,1127,8764,602,2570,6985,4048,14754,4927,517,496,92880
ZCTA5 92881,20544,735,11,0,0,51,186,22,36,326,0,24,286,246,193,545,3238,804,1227,2736,1815,5292,2031,275,465,92881
ZCTA5 92882,45668,1608,14,55,55,103,295,150,199,777,223,445,548,280,576,1481,10796,1055,3280,5946,3927,10109,3030,472,244,92882
ZCTA5 92883,26308,271,68,0,72,9,48,19,0,112,50,119,12,139,132,515,4805,484,1808,5169,2296,6794,2680,420,286,92883
ZCTA5 92886,34775,222,0,0,12,0,2,8,42,146,8,56,147,99,75,472,4156,249,2103,4587,2973,11331,5846,1389,852,92886
ZCTA5 92887,14419,71,15,0,0,31,0,1,0,18,0,41,38,58,14,159,1619,138,1056,1903,1209,4878,2256,594,320,92887
ZCTA5 93001,23788,710,0,0,0,39,64,8,85,441,104,96,299,365,304,563,3502,723,1982,3087,2124,5408,2438,941,505,93001
ZCTA5 93003,38155,519,34,0,0,108,120,92,25,283,0,107,410,185,411,979,5528,900,3357,5552,3652,9759,4078,1346,710,93003
ZCTA5 93004,21584,702,0,9,28,13,54,6,129,272,0,18,102,97,156,402,3020,534,1315,3367,2688,5527,2374,473,298,93004
ZCTA5 93010,32829,455,0,0,94,0,27,122,4,357,67,79,98,218,165,357,5552,626,2212,5031,3693,8293,3698,770,911,93010
ZCTA5 93012,26108,137,10,0,83,11,55,0,0,155,12,19,137,49,204,226,3760,453,1265,4165,2667,7319,3646,877,858,93012
ZCTA5 93013,12024,305,0,0,29,55,64,74,61,238,51,201,264,22,68,224,1512,132,766,1862,687,3326,1556,273,254,93013
ZCTA5 93015,12674,442,0,24,9,87,32,75,18,622,76,148,310,199,162,501,3278,527,754,1568,1676,1539,479,112,36,93015
ZCTA5 93021,26064,761,29,5,0,37,87,26,16,461,47,29,456,89,255,442,3420,682,1753,3245,2712,7620,2768,649,475,93021
ZCTA5 93022,4673,138,0,0,0,0,36,0,5,31,8,26,39,106,73,239,1055,99,455,570,564,746,274,114,95,93022
ZCTA5 93023,16466,314,59,0,0,12,125,0,62,108,26,49,172,105,114,476,2584,684,915,2225,1586,3688,2146,596,420,93023
ZCTA5 93030,38110,2420,0,9,34,136,656,546,296,3040,193,512,920,696,1089,1206,9338,1148,1917,4842,2505,4660,1395,355,197,93030
ZCTA5 93033,48152,4240,24,51,55,376,1106,413,843,5597,437,804,2017,1291,693,1931,11273,847,2290,5215,3038,4502,824,188,97,93033
ZCTA5 93035,19784,638,0,0,0,0,48,61,37,592,11,168,246,148,73,602,3255,439,1216,3496,1539,4597,1843,501,274,93035
ZCTA5 93036,32339,1606,0,150,128,84,211,253,217,2119,283,341,609,930,577,1271,6855,535,1799,3697,3017,4625,2188,372,472,93036
ZCTA5 93040,1118,20,0,0,0,35,28,0,22,125,0,23,11,29,33,0,334,24,68,225,30,85,26,0,0,93040
ZCTA5 93041,15754,503,19,0,8,143,38,0,7,1059,15,75,31,380,190,300,3153,409,1204,2933,1386,2628,1056,171,46,93041
ZCTA5 93042,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,93042
ZCTA5 93043,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,81,4,19,13,0,0,93043
ZCTA5 93060,21950,1236,0,28,117,19,305,119,162,1403,220,211,718,915,457,864,4490,449,1757,3133,1833,2313,919,165,117,93060
ZCTA5 93063,40764,713,9,17,0,0,216,45,14,241,147,130,470,421,322,1155,7074,983,3631,5336,4658,10083,3722,888,489,93063
ZCTA5 93064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93064
ZCTA5 93065,51347,956,0,27,120,0,98,98,73,532,117,115,284,256,606,1351,7886,1173,3920,7558,5411,13454,5542,1132,638,93065
ZCTA5 93066,2145,74,0,0,0,0,0,20,0,125,4,0,0,18,0,24,292,27,152,377,273,465,154,101,39,93066
ZCTA5 93067,740,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,200,0,0,17,38,267,85,0,74,93067
ZCTA5 93101,20974,812,0,0,0,14,301,11,164,828,80,236,209,42,255,546,2711,457,1132,2701,1383,5732,2127,647,586,93101
ZCTA5 93103,14743,572,0,0,0,0,100,38,0,249,59,95,172,14,339,299,2021,226,454,2362,760,4314,1574,663,432,93103
ZCTA5 93105,18975,218,0,11,0,0,28,19,32,131,49,15,72,90,149,280,1264,223,841,2346,1327,5849,3538,1677,816,93105
ZCTA5 93106,828,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,152,43,331,225,17,35,93106
ZCTA5 93108,8288,20,0,0,0,0,4,0,0,12,0,0,6,32,40,23,312,14,321,848,399,3339,1632,844,442,93108
ZCTA5 93109,7733,71,0,0,0,0,6,0,0,16,0,0,6,11,0,150,726,190,479,856,683,2480,1183,507,369,93109
ZCTA5 93110,11787,215,0,0,0,49,16,18,2,254,1,14,55,58,87,166,1323,229,636,1514,1160,3610,1411,505,464,93110
ZCTA5 93111,12567,106,0,0,0,0,39,0,43,137,10,46,46,53,35,110,1294,280,774,1595,844,4023,1750,611,771,93111
ZCTA5 93117,24977,733,0,50,40,92,97,103,12,184,93,17,460,165,122,354,2976,401,860,3344,2246,6812,3388,751,1677,93117
ZCTA5 93201,514,20,0,0,0,9,6,0,12,66,6,23,54,37,19,14,172,13,10,36,0,17,0,0,0,93201
ZCTA5 93202,2337,94,0,0,0,15,27,0,109,233,0,0,83,60,38,57,996,56,102,220,105,142,0,0,0,93202
ZCTA5 93203,10458,824,0,3,29,93,314,184,480,1339,169,659,379,166,288,513,2417,226,313,974,504,405,163,10,6,93203
ZCTA5 93204,8944,431,0,5,45,173,47,86,244,1036,70,338,390,333,638,509,1629,645,495,1250,328,167,14,42,29,93204
ZCTA5 93205,1532,60,0,0,0,0,0,0,29,0,0,0,0,0,80,12,356,244,234,160,124,176,10,47,0,93205
ZCTA5 93206,1082,70,0,0,40,9,18,9,25,118,17,73,84,29,21,69,255,30,34,83,41,50,0,7,0,93206
ZCTA5 93207,156,0,0,0,0,0,0,0,0,0,0,5,0,15,17,0,14,0,5,41,32,0,23,0,4,93207
ZCTA5 93208,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,15,15,0,0,93208
ZCTA5 93210,12374,583,0,0,64,88,144,155,22,481,124,191,352,488,596,428,2644,696,764,1818,1180,1003,384,53,116,93210
ZCTA5 93212,16077,508,0,0,76,84,288,151,223,788,69,305,358,880,1266,798,4195,1470,1007,2321,610,472,178,7,23,93212
ZCTA5 93215,35167,2044,0,54,126,248,671,360,697,2802,263,1023,1555,1055,1666,1412,8963,1780,1863,3868,2192,1808,533,175,9,93215
ZCTA5 93218,424,23,0,0,12,0,32,0,0,58,11,32,5,0,21,0,106,0,0,33,44,37,10,0,0,93218
ZCTA5 93219,4959,404,0,7,154,64,134,28,3,1052,56,160,127,144,71,149,1183,128,55,730,119,143,48,0,0,93219
ZCTA5 93220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93220
ZCTA5 93221,9386,246,0,0,0,0,24,9,34,87,12,143,96,255,190,184,2297,303,1097,1670,939,1242,444,76,38,93221
ZCTA5 93222,2197,0,0,0,0,0,0,10,41,0,0,9,0,11,0,73,287,83,155,313,278,476,303,122,36,93222
ZCTA5 93223,5705,938,1,32,12,126,100,72,150,401,18,108,41,97,161,252,1434,267,319,446,383,261,77,9,0,93223
ZCTA5 93224,280,23,0,0,0,0,0,0,7,3,0,1,2,8,9,6,114,15,34,32,13,9,2,0,2,93224
ZCTA5 93225,3268,16,0,0,0,0,0,28,24,27,0,80,0,18,62,43,905,105,94,688,177,545,432,24,0,93225
ZCTA5 93226,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,3,2,8,0,0,0,93226
ZCTA5 93227,131,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,67,0,0,32,0,0,0,0,0,93227
ZCTA5 93230,43584,1236,47,68,71,427,209,171,285,1176,230,249,660,542,696,1534,11461,747,3336,7186,5740,5229,1750,352,182,93230
ZCTA5 93234,3366,446,0,23,21,39,83,146,21,551,63,88,161,40,174,43,663,49,165,305,192,93,0,0,0,93234
ZCTA5 93235,2667,544,0,16,9,78,22,42,0,339,0,106,12,23,34,58,451,70,17,321,206,254,65,0,0,93235
ZCTA5 93237,81,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,44,0,0,0,13,11,1,0,0,93237
ZCTA5 93238,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,28,69,117,77,390,4,79,2,93238
ZCTA5 93239,1097,27,0,0,63,0,0,0,0,205,27,266,20,0,51,0,207,29,32,89,81,0,0,0,0,93239
ZCTA5 93240,4111,95,0,0,0,0,0,0,0,0,0,33,36,70,65,96,1521,105,718,621,281,250,73,120,27,93240
ZCTA5 93241,8633,854,47,0,71,164,337,66,719,1054,119,518,507,146,134,375,1778,184,193,699,307,339,4,5,13,93241
ZCTA5 93242,1817,94,0,0,0,7,0,0,37,79,46,0,0,74,107,109,339,80,246,204,134,149,41,54,17,93242
ZCTA5 93243,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,31,145,67,68,136,49,17,1,93243
ZCTA5 93244,101,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,29,4,9,11,2,10,2,0,0,93244
ZCTA5 93245,22313,720,0,0,0,207,17,122,378,423,152,167,219,310,507,389,5916,636,1750,3319,2743,2804,1128,106,300,93245
ZCTA5 93246,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,112,77,34,20,0,0,0,93246
ZCTA5 93247,10631,957,0,39,95,168,173,71,82,464,224,355,543,123,145,170,2814,408,889,1059,747,823,161,93,28,93247
ZCTA5 93249,1131,105,0,0,0,24,61,26,22,283,4,0,185,12,19,44,158,33,27,75,30,9,2,0,12,93249
ZCTA5 93250,8170,486,0,0,1,87,142,211,216,883,103,167,324,91,318,263,2307,335,393,872,490,372,61,40,8,93250
ZCTA5 93251,153,8,0,0,0,0,0,0,0,14,0,6,3,0,0,15,48,2,27,7,2,18,3,0,0,93251
ZCTA5 93252,964,13,0,0,0,0,5,31,0,29,51,9,21,2,32,49,281,25,77,206,73,52,0,7,1,93252
ZCTA5 93254,481,5,34,4,0,0,0,0,5,5,7,0,3,0,0,6,113,12,14,166,8,88,11,0,0,93254
ZCTA5 93255,273,0,0,0,0,0,0,0,0,0,0,0,0,17,50,0,50,0,79,57,20,0,0,0,0,93255
ZCTA5 93256,2672,184,0,0,0,23,62,42,69,426,72,13,194,59,162,63,753,28,123,249,33,92,25,0,0,93256
ZCTA5 93257,47021,2868,3,73,157,452,823,222,433,2719,405,934,1638,669,1317,2047,11583,1831,2289,6572,3273,4462,1826,321,104,93257
ZCTA5 93258,842,92,0,0,0,0,47,15,0,50,23,35,69,36,102,44,156,18,55,31,35,30,4,0,0,93258
ZCTA5 93260,120,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,18,0,27,12,31,2,2,13,2,93260
ZCTA5 93261,1089,113,0,0,8,35,10,21,9,147,0,88,11,28,8,27,311,9,16,173,55,20,0,0,0,93261
ZCTA5 93262,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,93262
ZCTA5 93263,13598,673,0,19,2,61,244,90,129,754,22,354,372,254,301,363,3472,394,1015,2256,1144,1119,406,127,27,93263
ZCTA5 93265,2501,0,0,0,0,0,0,0,0,19,0,0,6,18,54,16,290,95,166,493,350,642,206,100,46,93265
ZCTA5 93266,976,47,0,0,0,0,27,0,0,74,0,31,12,19,23,144,315,13,66,155,28,0,22,0,0,93266
ZCTA5 93267,3357,247,0,0,11,24,36,73,78,188,67,85,41,78,178,186,833,61,156,660,145,166,29,13,2,93267
ZCTA5 93268,10858,686,0,9,11,0,35,111,52,261,218,201,214,163,489,436,2842,496,1109,1835,834,540,286,11,19,93268
ZCTA5 93270,3514,242,0,0,0,23,173,12,0,88,25,140,42,91,88,68,1018,194,258,598,223,181,50,0,0,93270
ZCTA5 93271,1751,7,0,0,0,0,0,0,0,0,0,5,8,4,10,30,213,0,36,345,83,643,255,83,29,93271
ZCTA5 93272,2077,122,0,0,32,0,0,66,16,349,24,119,119,37,202,28,427,22,19,184,156,116,28,11,0,93272
ZCTA5 93274,46336,1955,5,0,47,239,379,461,245,1896,230,1004,819,816,1294,2025,12767,1630,3518,7423,3967,3827,1225,386,178,93274
ZCTA5 93276,104,8,0,0,0,0,0,0,8,0,0,0,2,2,5,1,17,20,18,6,7,3,7,0,0,93276
ZCTA5 93277,35094,909,0,11,0,17,37,19,27,450,84,302,131,522,489,707,7775,1409,3326,5810,4348,5937,2216,385,183,93277
ZCTA5 93280,16729,790,20,0,43,89,254,140,308,1921,117,278,633,364,728,540,4803,843,1152,2013,610,858,215,1,9,93280
ZCTA5 93283,1942,22,0,0,0,0,0,0,0,46,0,35,8,0,41,78,676,88,156,185,470,111,26,0,0,93283
ZCTA5 93285,2616,0,0,0,0,0,0,0,0,0,0,105,90,66,60,16,880,147,224,499,147,278,30,65,9,93285
ZCTA5 93286,6267,481,0,0,70,52,76,75,65,453,86,338,263,47,242,185,1234,228,441,660,494,442,276,39,20,93286
ZCTA5 93287,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,2,19,5,0,0,0,0,93287
ZCTA5 93291,39018,1986,0,0,112,50,116,131,237,712,131,351,635,475,634,1375,8521,1149,2809,6140,3649,5853,2849,711,392,93291
ZCTA5 93292,29662,1375,20,0,46,70,15,10,63,655,56,352,425,210,256,1158,7406,1966,1843,4845,3264,3316,1871,338,102,93292
ZCTA5 93301,8885,183,0,3,15,71,20,0,0,35,43,269,171,211,131,508,1830,309,775,1790,990,1003,324,153,51,93301
ZCTA5 93304,29765,1755,0,0,138,83,321,203,199,1135,310,361,803,860,1017,1657,8183,1221,1942,4134,2174,2491,633,87,58,93304
ZCTA5 93305,21589,1910,0,9,43,206,115,256,146,1427,239,596,546,555,890,1028,5858,753,1092,2939,984,1264,495,194,44,93305
ZCTA5 93306,45148,1758,7,47,53,128,370,313,342,1731,219,890,936,595,1281,1571,11842,1461,3385,6364,3598,5024,2278,654,301,93306
ZCTA5 93307,47430,3565,32,27,118,274,678,466,948,3154,639,1737,1838,1212,1402,2890,13021,1257,2177,5755,2578,2613,841,150,58,93307
ZCTA5 93308,37218,1021,0,44,31,176,91,52,50,311,148,449,524,489,1388,1329,9203,1742,4340,6326,2967,4236,1596,515,190,93308
ZCTA5 93309,39678,1149,0,0,53,111,287,82,208,748,205,367,831,475,694,1607,10115,1193,3497,7007,3207,5288,1791,424,339,93309
ZCTA5 93311,34197,499,0,52,0,0,0,2,201,238,42,178,115,103,289,1033,5855,1108,2468,5114,3271,8084,3635,1414,496,93311
ZCTA5 93312,36920,530,12,9,0,0,62,10,0,124,34,328,83,170,361,822,7682,1162,3638,6158,3196,7842,3421,828,448,93312
ZCTA5 93313,36338,1488,0,11,0,131,225,175,139,876,201,304,607,344,1237,1413,9076,1153,2076,6401,2694,5719,1528,350,190,93313
ZCTA5 93314,22166,437,0,47,16,0,0,12,27,197,11,203,113,338,334,433,4066,533,1750,3335,1969,5171,2182,777,215,93314
ZCTA5 93401,19850,73,0,0,0,17,0,4,0,68,42,26,70,68,78,186,2185,328,1260,2637,1713,6124,2787,1257,927,93401
ZCTA5 93402,10668,89,0,0,0,0,0,13,0,5,0,17,32,51,22,108,999,167,672,1559,1201,3357,1524,531,321,93402
ZCTA5 93405,9640,125,0,5,0,0,0,0,0,0,5,58,11,60,81,82,934,192,632,1281,896,3079,1289,423,487,93405
ZCTA5 93407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93407
ZCTA5 93408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93408
ZCTA5 93409,2838,25,0,0,0,33,31,8,17,37,58,54,130,186,563,73,361,290,191,629,81,29,28,14,0,93409
ZCTA5 93410,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,13,0,0,93410
ZCTA5 93420,23028,257,5,12,0,56,22,10,32,46,0,1,124,135,83,305,3282,584,1420,3714,2778,6351,2677,722,412,93420
ZCTA5 93422,22981,237,11,0,0,0,9,0,7,137,122,137,91,80,242,403,4169,708,2226,4144,2915,4991,1607,529,216,93422
ZCTA5 93424,794,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,22,0,33,55,0,337,124,116,79,93424
ZCTA5 93426,1103,17,0,0,0,0,0,0,0,0,0,10,0,55,0,17,309,86,127,110,84,187,66,35,0,93426
ZCTA5 93427,4213,157,0,0,0,0,24,0,0,80,0,45,0,0,24,22,519,19,394,603,581,1023,521,102,99,93427
ZCTA5 93428,5241,70,0,0,0,32,0,0,0,72,33,22,26,49,28,27,713,62,310,779,438,1630,506,311,133,93428
ZCTA5 93429,99,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,9,0,0,0,0,93429
ZCTA5 93430,2653,9,0,0,0,0,0,0,0,0,0,0,0,0,29,48,240,29,312,521,271,780,246,122,46,93430
ZCTA5 93432,853,15,0,0,0,0,0,0,0,0,0,0,0,22,11,0,233,0,38,104,38,242,119,31,0,93432
ZCTA5 93433,9445,513,0,0,0,36,0,0,9,163,7,10,169,317,79,240,2412,232,544,1274,731,1571,664,324,150,93433
ZCTA5 93434,4592,564,0,0,222,58,151,17,0,433,26,69,147,106,136,227,886,111,293,383,307,312,100,33,11,93434
ZCTA5 93436,36237,1429,41,0,102,164,272,130,210,1616,182,304,979,616,1034,1037,7990,1569,2781,5872,3381,4389,1630,328,181,93436
ZCTA5 93437,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,50,204,362,520,266,17,35,93437
ZCTA5 93440,975,0,0,0,0,0,0,0,0,6,0,0,0,28,0,59,248,0,73,150,244,42,125,0,0,93440
ZCTA5 93441,932,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,76,0,24,170,88,392,132,35,0,93441
ZCTA5 93442,9345,40,0,0,0,0,0,5,28,71,0,12,13,5,111,153,1094,133,534,1738,1037,2270,1450,401,250,93442
ZCTA5 93444,15365,365,0,0,0,31,35,0,100,129,133,194,182,112,87,469,2915,294,1442,2211,1661,2886,1624,391,104,93444
ZCTA5 93445,4960,130,21,0,11,0,14,15,21,228,10,12,36,99,268,137,819,269,345,919,551,763,264,27,1,93445
ZCTA5 93446,31686,573,0,11,34,36,139,23,175,584,28,113,358,248,218,459,6148,901,2352,5691,3904,6334,2260,688,409,93446
ZCTA5 93449,6861,8,0,0,0,0,0,0,19,8,0,0,0,53,6,71,914,59,405,1259,511,2040,896,450,162,93449
ZCTA5 93450,369,6,0,0,0,13,0,0,15,33,0,37,41,0,0,22,82,14,9,64,6,21,6,0,0,93450
ZCTA5 93451,3381,130,0,0,0,0,12,20,121,178,0,0,18,22,44,99,860,56,161,417,457,523,166,42,55,93451
ZCTA5 93452,193,0,0,0,0,0,26,0,0,0,29,0,0,0,0,0,8,14,0,70,8,14,14,10,0,93452
ZCTA5 93453,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,442,110,186,294,241,546,148,20,16,93453
ZCTA5 93454,24505,1249,27,2,115,198,137,151,115,1686,215,533,669,246,514,933,4766,625,1884,3707,2239,3248,784,279,183,93454
ZCTA5 93455,29286,708,0,18,0,33,23,19,12,482,132,84,559,186,530,909,4915,536,2194,5173,3370,5979,2469,637,318,93455
ZCTA5 93458,31236,3192,10,71,195,404,1179,372,340,4664,407,691,1482,507,606,1361,5521,800,1708,2937,1733,2439,480,116,21,93458
ZCTA5 93460,4233,127,0,0,0,0,1,0,11,36,0,63,51,52,45,61,536,18,345,846,547,1038,242,134,80,93460
ZCTA5 93461,1006,61,0,0,11,0,19,9,11,10,0,12,31,13,0,19,255,51,164,174,77,80,0,9,0,93461
ZCTA5 93463,6319,122,0,0,0,1,18,0,40,53,0,72,45,0,44,29,886,62,361,1179,649,1654,803,175,126,93463
ZCTA5 93465,7654,38,0,0,0,43,0,33,0,0,0,0,0,0,33,83,844,144,704,1548,833,2137,830,277,107,93465
ZCTA5 93501,3865,124,0,0,0,34,0,0,0,57,37,0,45,121,176,277,1170,141,340,796,237,137,116,0,57,93501
ZCTA5 93505,9453,197,0,7,0,9,15,0,169,143,23,84,207,183,324,626,2694,510,857,1485,729,888,286,0,17,93505
ZCTA5 93510,5590,120,0,10,0,0,0,38,10,0,14,0,0,70,78,127,1628,154,374,835,454,1199,296,16,167,93510
ZCTA5 93512,194,0,0,0,0,0,0,0,0,2,0,0,10,0,7,6,26,6,2,120,7,3,0,5,0,93512
ZCTA5 93513,1201,25,0,0,0,0,0,0,0,0,0,7,1,24,7,12,285,21,75,347,98,182,100,0,17,93513
ZCTA5 93514,10792,15,0,0,2,0,42,0,3,76,3,107,52,135,120,172,2173,479,1262,1607,776,2247,1018,193,310,93514
ZCTA5 93516,1765,24,0,0,0,0,2,0,0,54,0,21,47,37,82,75,540,43,98,323,61,343,10,5,0,93516
ZCTA5 93517,304,10,0,0,0,32,0,0,0,61,0,1,5,0,4,1,56,4,1,10,76,0,43,0,0,93517
ZCTA5 93518,827,5,0,0,0,0,0,0,4,1,0,0,16,17,0,6,183,16,79,119,116,239,21,5,0,93518
ZCTA5 93519,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,93519
ZCTA5 93522,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,5,0,0,0,93522
ZCTA5 93523,1947,74,0,0,0,0,0,0,0,0,0,0,0,0,23,0,208,161,212,337,187,423,322,0,0,93523
ZCTA5 93524,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,93524
