NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,zip code tabulation area
ZCTA5 92020,19586,938,840,762,904,491,519,539,729,864,1625,1445,2662,1867,1346,1936,2119,92020
ZCTA5 92021,22953,1062,691,846,1139,892,569,610,1122,1152,1387,2087,2463,2636,1485,2006,2806,92021
ZCTA5 92024,19716,531,246,304,274,302,378,257,351,326,550,1071,1782,1703,1380,2726,7535,92024
ZCTA5 92025,16413,721,775,575,585,625,615,431,453,419,988,1438,1691,1637,980,1584,2896,92025
ZCTA5 92026,18883,748,558,293,598,395,288,415,392,809,845,1558,2228,2049,1910,2387,3410,92026
ZCTA5 92027,16965,1056,554,473,395,400,353,356,438,516,952,1258,2394,1847,1430,1839,2704,92027
ZCTA5 92028,17149,406,275,200,414,259,450,525,614,422,577,1428,2186,1851,1643,2659,3240,92028
ZCTA5 92029,7854,123,131,189,312,152,184,150,132,133,284,419,761,966,606,1040,2272,92029
ZCTA5 92036,1412,15,105,17,13,36,52,75,42,13,46,308,299,70,145,99,77,92036
ZCTA5 92037,16909,713,259,215,202,252,326,381,283,440,425,1027,1419,1480,1090,2160,6237,92037
ZCTA5 92040,15426,470,315,172,532,267,252,393,470,490,710,1305,1771,1900,1426,2304,2649,92040
ZCTA5 92054,15513,599,516,437,642,681,334,383,511,419,1082,1645,1972,1462,1205,1463,2162,92054
ZCTA5 92055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92055
ZCTA5 92056,19761,668,365,253,310,381,364,500,473,526,910,1781,2564,2433,1602,3035,3596,92056
ZCTA5 92057,18751,587,318,226,401,309,534,277,490,506,925,1717,2027,2472,2098,2353,3511,92057
ZCTA5 92058,14635,563,344,293,246,485,550,545,843,442,838,2644,2328,1270,1056,1397,791,92058
ZCTA5 92059,376,32,0,6,6,9,8,13,7,6,4,20,80,45,13,63,64,92059
ZCTA5 92060,182,0,0,0,0,0,14,0,0,0,0,35,17,16,0,64,36,92060
ZCTA5 92061,681,2,45,21,13,36,25,3,6,2,33,85,100,45,67,141,57,92061
ZCTA5 92064,16426,371,166,109,261,223,210,297,249,276,771,1009,1686,1312,1351,2446,5689,92064
ZCTA5 92065,12296,158,155,102,360,400,449,258,294,200,626,614,1111,1412,1272,1943,2942,92065
ZCTA5 92066,152,25,20,11,6,6,6,8,12,0,0,5,16,0,10,27,0,92066
ZCTA5 92067,2835,64,0,73,74,47,42,0,29,0,19,159,40,113,141,644,1390,92067
ZCTA5 92069,15162,851,310,223,240,524,471,301,388,310,861,1315,2121,1418,1252,1996,2581,92069
ZCTA5 92070,233,3,1,4,16,5,3,1,7,12,27,47,12,12,13,31,39,92070
ZCTA5 92071,21291,797,558,354,361,444,462,610,453,550,784,1411,2371,2596,2394,3145,4001,92071
ZCTA5 92075,5326,238,26,165,30,122,49,57,55,99,208,480,398,518,225,741,1915,92075
ZCTA5 92078,18522,826,236,465,370,500,205,270,361,608,922,1179,1636,1951,1619,1968,5406,92078
ZCTA5 92081,10939,236,208,121,232,659,232,334,172,426,419,876,1285,1287,895,1334,2223,92081
ZCTA5 92082,6771,41,137,190,166,93,96,230,120,84,263,280,693,940,664,896,1878,92082
ZCTA5 92083,11715,405,216,105,220,395,350,315,357,434,857,971,2058,1495,854,1188,1495,92083
ZCTA5 92084,15342,501,213,222,593,333,490,463,594,318,793,1482,1772,1478,1124,2022,2944,92084
ZCTA5 92086,635,27,33,29,37,35,36,17,25,25,54,89,65,46,46,33,38,92086
ZCTA5 92091,592,38,10,0,36,0,31,0,11,0,0,41,121,53,10,46,195,92091
ZCTA5 92092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92092
ZCTA5 92093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92093
ZCTA5 92096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92096
ZCTA5 92101,30214,2233,1280,1280,671,607,641,993,797,494,1077,2385,3501,2623,2052,3760,5820,92101
ZCTA5 92102,14620,655,322,237,368,282,716,840,670,769,865,1318,2250,1582,1131,1089,1526,92102
ZCTA5 92103,19935,730,783,373,853,565,285,392,303,430,690,1409,2849,2226,1387,2409,4251,92103
ZCTA5 92104,23661,826,403,419,491,600,803,414,574,783,977,2531,3775,2555,1926,3116,3468,92104
ZCTA5 92105,22910,1088,1140,654,1141,925,1142,1161,584,676,1251,2774,3371,2261,1473,1592,1677,92105
ZCTA5 92106,7647,389,148,53,106,153,107,155,191,95,319,497,699,590,607,841,2697,92106
ZCTA5 92107,13879,590,262,227,219,194,441,234,338,460,546,1031,1552,1604,1088,1912,3181,92107
ZCTA5 92108,14010,712,437,307,155,324,310,399,359,200,626,904,2029,1860,1386,1824,2178,92108
ZCTA5 92109,22646,900,452,199,241,633,373,511,551,577,675,1246,2706,2501,2091,3218,5772,92109
ZCTA5 92110,12339,797,323,364,351,227,245,228,393,203,308,829,1223,1771,1351,1593,2133,92110
ZCTA5 92111,17229,838,269,456,335,380,586,426,493,353,824,1600,2080,2287,1697,2001,2604,92111
ZCTA5 92113,13545,931,727,527,833,666,532,613,434,372,730,1690,1689,1210,955,901,735,92113
ZCTA5 92114,18407,819,593,462,617,396,384,532,482,442,693,1391,2614,2447,2305,2025,2205,92114
ZCTA5 92115,22528,1330,759,661,870,947,574,778,912,814,1187,1915,3248,1775,1885,2154,2719,92115
ZCTA5 92116,17022,635,321,193,494,498,398,425,467,438,1019,1428,2446,1756,1574,2106,2824,92116
ZCTA5 92117,20876,683,452,369,485,558,632,319,324,432,1150,1995,2750,2181,1307,2816,4423,92117
ZCTA5 92118,7303,132,148,48,221,199,183,161,40,175,248,410,652,766,630,968,2322,92118
ZCTA5 92119,9485,168,138,249,97,300,109,275,193,166,373,913,1084,1047,861,1329,2183,92119
ZCTA5 92120,12404,569,132,441,227,174,272,261,354,148,464,735,1448,1172,1188,1766,3053,92120
ZCTA5 92121,1575,99,60,17,12,20,30,25,50,16,23,90,139,119,194,229,452,92121
ZCTA5 92122,19927,1916,608,330,445,426,352,294,404,620,651,1327,2223,1710,1299,2766,4556,92122
ZCTA5 92123,12487,289,171,154,170,291,74,305,245,205,527,1127,1001,1348,1517,2425,2638,92123
ZCTA5 92124,11332,268,72,96,135,137,176,380,347,172,577,1067,1306,1150,925,2073,2451,92124
ZCTA5 92126,25551,838,205,193,414,257,597,483,430,353,1213,1748,2856,2936,2342,3815,6871,92126
ZCTA5 92127,16438,257,120,241,163,229,189,239,170,238,478,698,997,1300,891,2357,7871,92127
ZCTA5 92128,20281,450,131,269,306,355,540,456,257,443,714,1279,2187,2359,1733,2706,6096,92128
ZCTA5 92129,18616,341,184,153,277,371,437,91,178,190,683,805,1634,1709,1717,3322,6524,92129
ZCTA5 92130,22156,719,263,71,351,306,244,174,158,393,763,568,1605,1608,1136,2358,11439,92130
ZCTA5 92131,12982,224,61,139,126,103,132,142,125,207,265,429,1001,1047,1287,1839,5855,92131
ZCTA5 92132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92132
ZCTA5 92134,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,92134
ZCTA5 92135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92135
ZCTA5 92136,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,92136
ZCTA5 92139,10001,412,97,119,177,196,271,356,150,400,640,946,1622,1180,1261,1081,1093,92139
ZCTA5 92140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92140
ZCTA5 92145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92145
ZCTA5 92147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92147
ZCTA5 92154,23019,895,551,359,470,414,650,673,698,887,1381,1766,3550,2779,2149,2903,2894,92154
ZCTA5 92155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92155
ZCTA5 92161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92161
ZCTA5 92173,7952,470,527,335,304,287,350,222,345,171,584,795,1215,690,545,586,526,92173
ZCTA5 92179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92179
ZCTA5 92182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92182
ZCTA5 92201,22600,466,446,866,1153,1210,1188,1028,760,1077,1770,2449,2990,2489,1402,1664,1642,92201
ZCTA5 92203,12178,352,120,272,264,182,229,336,505,209,890,1056,1784,1423,959,1509,2088,92203
ZCTA5 92210,2468,46,55,79,100,50,22,102,75,42,71,122,111,149,146,303,995,92210
ZCTA5 92211,13872,743,382,282,408,485,483,416,613,345,870,1211,1296,1094,1564,1530,2150,92211
ZCTA5 92220,12266,873,418,594,587,529,560,409,428,546,925,1439,1519,1139,607,789,904,92220
ZCTA5 92222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92222
ZCTA5 92223,20451,703,541,337,603,377,784,416,570,434,792,1855,2437,2802,1965,2560,3275,92223
ZCTA5 92225,5139,310,339,172,256,235,319,203,341,255,255,469,492,484,408,319,282,92225
ZCTA5 92227,8209,627,324,608,338,518,201,220,402,280,636,893,829,742,435,588,568,92227
ZCTA5 92230,696,73,131,0,0,35,55,0,28,54,29,65,47,75,32,46,26,92230
ZCTA5 92231,10081,680,519,703,725,279,332,680,669,491,584,910,1040,817,671,467,514,92231
ZCTA5 92233,1282,137,77,51,9,79,80,18,65,57,158,171,160,127,27,33,33,92233
ZCTA5 92234,18979,1045,611,631,669,574,777,793,703,783,1349,1707,2591,1800,1379,1694,1873,92234
ZCTA5 92236,12575,218,442,440,748,481,869,646,427,450,899,1463,1747,1355,828,894,668,92236
ZCTA5 92239,57,0,6,0,1,0,6,13,0,0,0,7,9,8,7,0,0,92239
ZCTA5 92240,14115,947,555,895,552,705,897,659,620,546,1100,1375,1731,1408,813,1026,286,92240
ZCTA5 92241,3959,266,220,231,264,241,304,188,190,186,439,181,439,309,100,298,103,92241
ZCTA5 92242,734,49,46,36,49,70,93,35,8,33,91,59,52,59,26,8,20,92242
ZCTA5 92243,14260,949,684,616,793,730,666,711,715,662,1288,1200,1520,920,1036,1037,733,92243
ZCTA5 92249,1815,174,5,20,51,150,62,55,0,32,72,322,226,329,162,38,117,92249
ZCTA5 92250,2160,156,69,76,80,145,84,78,35,88,159,128,352,274,92,211,133,92250
ZCTA5 92251,6760,304,119,262,293,144,164,31,241,81,619,470,992,957,732,757,594,92251
ZCTA5 92252,3240,204,274,173,151,138,97,119,47,99,229,276,468,292,254,198,221,92252
ZCTA5 92253,15933,548,316,306,328,443,371,445,491,485,899,1335,2040,1523,1079,1950,3374,92253
ZCTA5 92254,3328,109,88,82,277,210,295,146,362,180,314,312,231,332,178,183,29,92254
ZCTA5 92256,1785,140,208,48,96,40,72,62,49,151,125,270,154,114,49,129,78,92256
ZCTA5 92257,780,212,80,49,92,27,66,6,10,0,108,16,7,29,41,0,37,92257
ZCTA5 92258,157,13,14,9,8,0,9,0,0,22,49,0,21,0,0,0,12,92258
ZCTA5 92259,138,19,0,0,37,5,0,0,20,26,31,0,0,0,0,0,0,92259
ZCTA5 92260,14709,726,683,567,585,552,531,733,585,597,976,1104,1700,1006,941,1444,1979,92260
ZCTA5 92262,13590,770,400,598,632,744,604,402,360,434,953,1162,1491,1017,845,1225,1953,92262
ZCTA5 92264,11448,818,267,379,452,384,520,325,398,470,685,905,1207,1005,713,1084,1836,92264
ZCTA5 92266,77,9,0,0,29,0,15,0,0,0,0,24,0,0,0,0,0,92266
ZCTA5 92267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92267
ZCTA5 92268,221,0,35,34,12,0,16,0,0,0,26,31,16,0,18,5,28,92268
ZCTA5 92270,9003,558,236,105,294,149,253,187,215,216,360,734,917,940,633,847,2359,92270
ZCTA5 92273,350,27,0,0,12,17,21,0,0,0,66,64,45,23,16,45,14,92273
ZCTA5 92274,5734,159,309,719,528,391,466,393,118,356,389,506,596,317,166,216,105,92274
ZCTA5 92275,478,7,17,32,67,82,6,37,0,0,19,54,52,41,55,9,0,92275
ZCTA5 92276,2752,76,188,73,232,109,65,28,253,54,163,119,545,251,342,198,56,92276
ZCTA5 92277,10501,598,359,440,389,459,574,469,701,501,660,1273,1372,913,731,571,491,92277
ZCTA5 92278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92278
ZCTA5 92280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92280
ZCTA5 92281,561,110,22,66,54,32,0,55,34,29,10,0,48,53,0,21,27,92281
ZCTA5 92282,494,30,20,11,26,29,14,22,22,8,38,40,101,80,11,25,17,92282
ZCTA5 92283,627,94,60,16,42,54,22,22,8,37,44,86,80,15,20,7,20,92283
ZCTA5 92284,10710,505,639,648,450,406,240,820,468,607,723,893,1194,938,680,1001,498,92284
ZCTA5 92285,1120,64,33,108,90,30,84,61,32,145,166,80,22,124,9,0,72,92285
ZCTA5 92301,9442,380,592,256,305,320,295,538,470,288,640,1176,1148,1317,767,579,371,92301
ZCTA5 92304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92304
ZCTA5 92305,175,0,13,8,0,0,11,0,0,0,4,5,28,0,46,16,44,92305
ZCTA5 92307,13581,505,417,384,461,580,529,785,397,577,975,1044,1845,1314,879,1253,1636,92307
ZCTA5 92308,14316,765,658,357,264,548,679,507,559,579,1088,1874,1763,1393,1097,1072,1113,92308
ZCTA5 92309,136,7,0,13,11,14,26,0,0,0,0,10,48,0,0,7,0,92309
ZCTA5 92310,2798,15,0,82,67,131,216,199,205,36,107,287,504,352,271,292,34,92310
ZCTA5 92311,12225,1014,620,558,571,492,401,478,688,498,648,1063,1715,1033,822,1235,389,92311
ZCTA5 92313,4736,101,106,21,255,53,223,79,41,260,344,503,785,437,469,554,505,92313
ZCTA5 92314,4242,345,73,125,164,92,246,200,194,124,111,451,633,494,289,268,433,92314
ZCTA5 92315,2396,108,65,55,110,132,106,19,152,41,121,213,323,347,92,234,278,92315
ZCTA5 92316,8272,237,208,198,133,296,274,215,154,345,562,924,1678,940,637,764,707,92316
ZCTA5 92317,401,0,0,32,0,0,0,30,42,9,21,37,46,43,59,12,70,92317
ZCTA5 92320,3965,145,51,73,133,127,70,152,76,206,276,330,523,311,363,538,591,92320
ZCTA5 92321,321,19,7,0,18,8,27,0,8,14,40,8,0,22,38,16,96,92321
ZCTA5 92322,353,0,0,47,0,0,23,26,0,0,0,0,33,19,44,0,161,92322
ZCTA5 92324,17970,778,644,246,525,631,709,682,880,699,1359,2232,3151,1747,1340,1518,829,92324
ZCTA5 92325,3743,125,82,42,57,154,113,216,232,178,213,529,544,288,540,234,196,92325
ZCTA5 92327,309,108,0,70,0,0,7,26,0,0,38,20,0,40,0,0,0,92327
ZCTA5 92328,361,6,30,4,0,31,0,14,14,17,26,28,14,25,9,16,127,92328
ZCTA5 92332,25,0,0,0,0,9,4,0,0,0,0,12,0,0,0,0,0,92332
ZCTA5 92333,177,7,0,0,38,27,0,7,6,0,0,0,31,0,7,29,25,92333
ZCTA5 92335,25666,993,1129,556,1024,914,892,999,786,811,1681,2639,4143,2988,1963,2594,1554,92335
ZCTA5 92336,29212,523,447,315,593,728,667,299,457,596,926,1732,3747,3777,3192,5288,5925,92336
ZCTA5 92337,9422,108,50,56,152,195,63,287,203,268,451,863,1534,1468,819,1723,1182,92337
ZCTA5 92338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92338
ZCTA5 92339,514,7,21,0,0,0,33,71,0,10,68,34,127,31,23,47,42,92339
ZCTA5 92341,156,0,0,0,0,19,0,6,0,0,0,17,37,30,12,22,13,92341
ZCTA5 92342,2553,63,31,104,50,135,92,67,0,87,78,98,217,640,72,368,451,92342
ZCTA5 92344,6124,268,182,87,50,134,101,97,256,85,149,833,847,682,524,1098,731,92344
ZCTA5 92345,26141,1051,1089,585,1406,713,852,1105,1298,1143,1978,2703,4050,2631,2067,1824,1646,92345
ZCTA5 92346,17169,418,463,244,297,572,720,509,560,1098,1137,1684,1828,1937,1180,1947,2575,92346
ZCTA5 92347,246,13,54,11,10,0,19,0,0,8,15,56,0,18,24,0,18,92347
ZCTA5 92350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92350
ZCTA5 92352,2546,67,54,48,43,83,82,57,38,76,135,150,338,326,231,364,454,92352
ZCTA5 92354,7945,662,154,180,232,245,343,202,356,116,392,568,1039,1015,640,615,1186,92354
ZCTA5 92356,2264,305,199,104,130,133,53,43,56,46,91,189,425,99,211,64,116,92356
ZCTA5 92358,295,11,0,8,17,14,16,15,0,5,14,13,69,17,75,4,17,92358
ZCTA5 92359,3415,32,207,174,55,176,105,133,137,216,124,298,356,269,283,513,337,92359
ZCTA5 92363,2486,284,245,102,271,69,190,80,136,150,101,140,215,224,56,96,127,92363
ZCTA5 92364,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,92364
ZCTA5 92365,934,90,16,36,9,75,0,21,32,15,86,230,156,68,20,66,14,92365
ZCTA5 92368,273,14,2,1,12,20,5,25,0,8,11,34,39,26,41,26,9,92368
ZCTA5 92369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92369
ZCTA5 92371,6025,195,125,185,311,185,102,98,239,293,541,492,1181,605,481,492,500,92371
ZCTA5 92372,1752,113,98,74,97,100,29,131,45,73,83,219,101,86,143,229,131,92372
ZCTA5 92373,13700,529,184,327,467,192,350,352,181,339,519,1288,1999,1264,1344,1546,2819,92373
ZCTA5 92374,14359,562,416,180,241,429,200,341,284,394,694,1199,1981,2292,1500,1920,1726,92374
ZCTA5 92376,21905,787,738,859,751,721,891,885,598,654,1419,1905,2854,3023,1778,2327,1715,92376
ZCTA5 92377,5519,226,74,33,71,143,140,125,78,43,232,438,508,937,607,830,1034,92377
ZCTA5 92378,180,0,0,7,0,9,0,0,13,0,0,43,16,17,1,48,26,92378
ZCTA5 92382,2133,186,124,35,69,32,34,96,62,46,64,232,329,229,186,208,201,92382
ZCTA5 92384,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,92384
ZCTA5 92385,119,0,0,11,0,0,0,0,0,0,10,6,31,5,8,3,45,92385
ZCTA5 92386,981,93,89,19,96,0,24,44,45,78,74,119,50,111,55,60,24,92386
ZCTA5 92389,112,10,0,30,4,13,4,5,0,0,14,0,15,17,0,0,0,92389
ZCTA5 92391,948,58,25,64,43,13,0,29,39,62,32,41,344,58,57,58,25,92391
ZCTA5 92392,17616,484,390,618,593,487,449,551,539,359,1221,1619,3090,2482,1366,1711,1657,92392
ZCTA5 92394,10132,490,336,136,323,549,63,473,284,179,583,1493,1348,740,816,967,1352,92394
ZCTA5 92395,15566,990,768,743,972,685,894,491,698,499,911,1547,1983,1335,1100,1245,705,92395
ZCTA5 92397,2535,161,92,91,21,39,136,56,244,63,83,259,190,270,50,489,291,92397
ZCTA5 92398,769,20,26,13,0,0,32,15,48,9,230,33,77,47,93,71,55,92398
ZCTA5 92399,18842,876,498,525,661,519,347,766,327,312,1395,1675,2070,1881,1509,2898,2583,92399
ZCTA5 92401,646,98,134,27,34,47,8,40,12,39,72,77,0,14,32,0,12,92401
ZCTA5 92404,19020,947,987,461,777,966,778,1177,948,670,1153,1510,2771,2095,1327,1442,1011,92404
ZCTA5 92405,9627,540,360,417,341,458,167,646,563,209,572,1034,1646,959,743,677,295,92405
ZCTA5 92407,18645,596,141,551,416,483,511,600,574,841,951,1746,2391,2143,1718,2537,2446,92407
ZCTA5 92408,4208,333,258,129,116,107,162,201,130,222,187,386,551,471,328,454,173,92408
ZCTA5 92410,13476,950,887,852,438,775,764,493,517,637,872,1581,1884,1199,700,575,352,92410
ZCTA5 92411,6828,293,338,451,272,407,319,367,346,423,459,682,498,730,284,576,383,92411
ZCTA5 92415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92415
ZCTA5 92501,7405,415,181,260,179,178,246,203,235,236,301,990,1005,899,457,867,753,92501
ZCTA5 92503,25057,831,728,489,580,724,609,721,624,807,1371,2135,3372,3095,2030,3126,3815,92503
ZCTA5 92504,16463,654,374,363,316,233,375,598,683,340,802,1661,2445,2176,1415,2071,1957,92504
ZCTA5 92505,14778,715,236,320,269,383,416,390,404,517,1234,1353,2363,1605,1461,1617,1495,92505
ZCTA5 92506,15430,437,302,219,170,231,326,120,492,511,479,1160,1935,1668,1242,2609,3529,92506
ZCTA5 92507,19153,1266,659,567,626,559,576,700,582,605,1398,1991,2528,2211,1534,1598,1753,92507
ZCTA5 92508,10467,346,145,71,22,135,74,125,106,152,368,694,819,1295,982,2183,2950,92508
ZCTA5 92509,20773,711,501,592,545,741,522,544,647,433,1098,1499,3104,2723,2157,2399,2557,92509
ZCTA5 92518,583,53,55,21,23,6,44,0,11,8,37,28,49,131,77,19,21,92518
ZCTA5 92521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92521
ZCTA5 92530,17681,518,313,350,735,558,722,407,842,504,944,1681,2413,1943,1634,2183,1934,92530
ZCTA5 92532,7911,168,101,121,78,105,96,168,161,96,312,680,878,1085,422,1368,2072,92532
ZCTA5 92536,1090,65,0,0,117,15,10,0,95,22,97,92,174,78,53,131,141,92536
ZCTA5 92539,1211,65,63,44,67,0,45,25,69,76,72,15,211,153,83,117,106,92539
ZCTA5 92543,14235,1164,685,725,511,1012,872,978,429,887,1021,1046,1712,879,704,799,811,92543
ZCTA5 92544,15808,1091,465,436,751,454,608,730,581,646,598,1690,1996,1722,1483,1361,1196,92544
ZCTA5 92545,16564,760,421,734,1114,551,651,642,588,599,1663,1763,2042,1495,1070,1099,1372,92545
ZCTA5 92548,2385,204,21,17,76,93,27,120,144,40,401,288,262,226,85,253,128,92548
ZCTA5 92549,1710,95,32,88,14,128,108,32,60,11,60,253,157,181,81,125,285,92549
ZCTA5 92551,8444,239,154,87,64,184,253,85,201,430,482,800,1245,1419,1045,1056,700,92551
ZCTA5 92553,20042,1035,671,533,554,527,731,636,666,730,1758,1645,3484,2326,1549,1808,1389,92553
ZCTA5 92555,11956,391,76,99,106,101,108,172,251,348,633,790,1633,1605,1533,1884,2226,92555
ZCTA5 92557,15272,467,191,248,386,311,314,636,486,304,871,1563,2157,1998,1465,2349,1526,92557
ZCTA5 92561,825,15,46,29,26,0,10,0,16,29,23,112,147,90,71,56,155,92561
ZCTA5 92562,21613,412,401,353,324,475,466,295,719,445,845,1864,2588,3003,2059,3139,4225,92562
ZCTA5 92563,23828,617,205,217,275,311,310,308,308,453,1007,1501,3306,3053,2535,3415,6007,92563
ZCTA5 92567,2703,54,98,25,152,17,123,62,65,76,331,135,188,274,373,306,424,92567
ZCTA5 92570,14419,726,491,185,387,471,304,598,361,406,1188,1722,2042,1594,1104,1572,1268,92570
ZCTA5 92571,13973,494,150,277,148,225,394,511,498,288,690,1372,2934,1912,1217,1389,1474,92571
ZCTA5 92582,5542,149,74,142,61,81,103,38,157,42,404,631,762,608,640,843,807,92582
ZCTA5 92583,9450,364,350,279,382,377,433,416,521,503,666,813,1367,1073,605,879,422,92583
ZCTA5 92584,18937,375,373,229,310,347,436,122,478,346,483,1692,2836,2684,1369,3343,3514,92584
ZCTA5 92585,8326,208,61,143,51,113,295,258,221,274,433,769,1141,657,1097,1525,1080,92585
ZCTA5 92586,9536,776,429,554,348,707,335,390,359,375,749,858,1087,883,561,648,477,92586
ZCTA5 92587,6195,252,161,142,158,186,65,170,161,21,218,553,852,601,605,852,1198,92587
ZCTA5 92590,2034,80,208,11,31,39,85,20,104,43,106,96,374,187,126,128,396,92590
ZCTA5 92591,14469,506,79,215,316,379,219,169,282,262,639,1588,1650,1967,1688,1868,2642,92591
ZCTA5 92592,25004,631,384,325,148,394,249,343,353,272,890,1454,2951,2950,2759,4488,6413,92592
ZCTA5 92595,9888,362,169,260,181,224,164,201,218,236,616,547,1366,1316,986,1410,1632,92595
ZCTA5 92596,10256,232,105,261,131,58,101,48,105,181,342,666,1221,1377,1260,1888,2280,92596
ZCTA5 92602,9713,362,169,173,206,80,163,60,117,27,275,480,658,756,815,1873,3499,92602
ZCTA5 92603,7176,343,52,93,111,144,51,103,99,50,264,302,524,509,541,774,3216,92603
ZCTA5 92604,9717,346,219,186,166,108,102,290,139,126,412,681,625,1159,1023,1114,3021,92604
ZCTA5 92606,8852,520,261,180,214,194,156,35,57,33,529,371,763,618,1066,1085,2770,92606
ZCTA5 92610,4734,60,17,33,71,7,11,35,0,52,94,285,212,523,325,718,2291,92610
ZCTA5 92612,14456,1120,356,386,410,301,248,158,484,407,632,1006,1233,1760,1183,1892,2880,92612
ZCTA5 92614,11624,887,122,255,202,232,320,252,276,209,270,376,1329,1177,763,1553,3401,92614
ZCTA5 92617,3888,464,105,169,99,111,96,259,108,129,15,290,191,198,181,449,1024,92617
ZCTA5 92618,25417,1576,456,278,338,412,338,426,430,313,847,1615,2215,2264,1461,3722,8726,92618
ZCTA5 92620,21248,1163,200,171,262,300,134,593,475,129,434,992,2010,2407,1518,2777,7683,92620
ZCTA5 92624,2829,47,16,8,35,48,0,42,108,29,11,218,329,273,332,476,857,92624
ZCTA5 92625,5644,219,97,49,138,150,150,140,97,43,102,259,316,430,399,476,2579,92625
ZCTA5 92626,20024,709,353,286,477,446,391,233,434,570,1121,1380,2280,2090,1997,2808,4449,92626
ZCTA5 92627,22511,584,427,379,345,401,616,555,653,717,1028,1510,2989,2560,1415,2641,5691,92627
ZCTA5 92629,11031,313,188,399,121,295,162,39,75,152,396,692,1027,1020,945,1401,3806,92629
ZCTA5 92630,23277,920,411,184,299,258,445,634,664,499,811,1318,3013,2119,2258,3096,6348,92630
ZCTA5 92637,11706,660,663,436,571,386,633,772,489,673,601,1255,1241,1286,466,891,683,92637
ZCTA5 92646,21422,639,275,246,506,364,227,373,356,450,848,1389,2005,2491,2117,2972,6164,92646
ZCTA5 92647,21550,884,664,447,482,390,534,374,443,269,1025,1854,2867,2458,1552,3010,4297,92647
ZCTA5 92648,20469,448,582,269,478,318,568,687,368,283,568,1153,2289,2009,1942,2872,5635,92648
ZCTA5 92649,14615,430,262,83,268,428,236,242,175,412,569,882,1719,1651,1520,1768,3970,92649
ZCTA5 92651,11178,413,155,116,290,121,199,125,287,232,390,662,1127,910,714,1186,4251,92651
ZCTA5 92653,10547,443,194,136,220,119,149,187,181,126,344,490,1434,952,834,1537,3201,92653
ZCTA5 92655,2632,253,57,171,272,34,75,74,104,66,151,253,365,184,119,194,260,92655
ZCTA5 92656,20378,989,121,212,258,354,249,347,335,286,492,1208,2111,2072,1788,3568,5988,92656
ZCTA5 92657,3632,241,22,50,21,44,12,17,94,82,49,66,213,363,182,485,1691,92657
ZCTA5 92660,15533,593,332,19,410,113,104,189,248,254,730,919,1042,1298,1268,1345,6669,92660
ZCTA5 92661,1706,54,39,44,0,26,0,36,0,13,72,57,173,33,83,214,862,92661
ZCTA5 92662,1217,36,0,0,8,29,80,0,12,9,37,88,106,64,71,198,479,92662
ZCTA5 92663,10233,372,151,61,138,226,250,92,202,78,201,622,1067,1236,968,1118,3451,92663
ZCTA5 92672,15239,860,264,248,365,257,339,362,332,232,672,930,1909,1573,1053,1634,4209,92672
ZCTA5 92673,9634,164,104,38,99,161,146,134,138,170,332,402,673,699,555,1309,4510,92673
ZCTA5 92675,12252,406,197,108,293,88,205,337,345,72,441,644,1159,1702,1237,1378,3640,92675
ZCTA5 92676,757,71,6,5,23,0,0,5,24,40,27,53,78,57,38,83,247,92676
